;news_id;news_title;news_link;news_subtit;news_rel
48;EP;'Robinson', Kafka, Ignatius Reilly y Ricitos de Oro;http://www.elperiodico.com/es/ocio-y-cultura/20171020/robinson-novela-vicenc-pages-jorda-6368139;"0
				Comentarios";
49;EP;Los nombres clave del cartel del Primavera Club 2017;http://www.elperiodico.com/es/ocio-y-cultura/20171019/primavera-club-2017-lo-mejor-apolo-superorganism-happy-meals-amber-coffman-6365363;CITA ALTERNATIVA;
50;EP;Los autos locos de Astérix en Italia;http://www.elperiodico.com/es/ocio-y-cultura/20171019/entrevista-asterix-italia-ferri-conrad-6349483;NUEVO CÓMIC HOY A LA VENTA;
51;EP;El hijo de Messi canta en catalán y Piqué ironiza con el adoctrinamiento;http://www.elperiodico.com/es/barca/20171020/el-hijo-de-messi-se-arranca-a-cantar-en-catalan-6367797;VÍDEO EN INSTAGRAM;
52;EP;"Valverde: ""Los primeros cien días no han sido aburridos""";http://www.elperiodico.com/es/barca/20171020/valverde-previa-fc-barcelona-malaga-liga-6367742;EL BALANCE AZULGRANA;
53;EP;La federación española abre expediente al Reus por exhibir una gran 'senyera';http://www.elperiodico.com/es/deportes/20171020/la-federacion-espanola-abre-expediente-al-reus-por-exhibir-una-gran-senyera-6366567;POLÉMICA CON LA FEDERACIÓN;
54;EP;El KO más cobarde de la historia del boxeo;http://www.elperiodico.com/es/deportes/20171020/boxeo-descalificacion-golpe-traicion-6367092;GANCHO A TRAICIÓN;
55;EP;"Tarantino: ""Debí hacer más de lo que hice""";http://www.elperiodico.com/es/gente/20171020/tarantino-sobre-weinstein-sabia-lo-suficiente-para-hacer-mas-de-lo-que-hice-6366492;'caso weinstein';
56;EP;El 'clon' de Carlos Herrera en 'Late motiv';http://www.elperiodico.com/es/tele/20171020/carlos-herrera-clon-late-motiv-buenafuente-6366864;PERIODISTA DE COPE Y TVE;
57;EP;¿Cuándo es y en qué te afectará el cambio de hora?;http://www.elperiodico.com/es/extra/20171020/cambio-de-hora-octubre-2017-6346362;horario de invierno;
58;EP;Las redes se sorprenden del cambio físico de Mario Casas;http://www.elperiodico.com/es/gente/20171019/redes-sorprenden-cambio-fisico-mario-casas-6365440;EXIGENCIAS DEL GUION;
59;EP;El Supremo confirma el cierre de Canal 9;http://www.elperiodico.com/es/tele/20171019/tribunal-supremo-legalidad-cierre-canal-9-recurso-6365524;RECURSO;
60;EP;Kiko Rivera presume de físico;http://www.elperiodico.com/es/gente/20171019/kiko-rivera-cuerpo-antes-despues-6365279;CAMBIO DE HÁBITOS;
61;EP;Tristeza en Catalunya;http://www.elperiodico.com/es/entre-todos/participacion/tristeza-en-catalunya-145760;"Juanjo Palmero Barroso
Granollers";
62;EP;¿Qué opinas de la situación política en Catalunya?;http://www.elperiodico.com/es/entre-todos/tema/que-opinas-de-la-situacion-politica-en-catalunya-6790;El debate;
63;EP;A Sarajevo ningú creia en el malson d'una guerra;http://www.elperiodico.com/es/entre-todos/participacion/a-sarajevo-ningu-creia-en-el-malson-duna-guerra-145859;"Jaume Canet
Barcelona";
64;EP;Váyanse, señores Rajoy y Puigdemont, porque no nos sirven.;http://www.elperiodico.com/es/entre-todos/participacion/vayanse-no-nos-sirven-146279;"Maria Garcia Becerril
Barcelona";
65;EP;El 'seny' del Barça;http://www.elperiodico.com/es/entre-todos/participacion/seny-blaugrana-145979;"Eduardo López Laguarta
Terrassa";
66;EP;Un atlas censa barrio a barrio las 83 especies de aves que anidan en BCN;http://www.elperiodico.com/es/medio-ambiente/20171019/atlas-aves-nidificantes-de-barcelona-6365357;Biodiversidad urbana;
67;EP;Saltamontes y grillos, amenazados en Europa por los plaguicidas;http://www.elperiodico.com/es/medio-ambiente/20171020/saltamontes-y-grillos-amenazados-por-los-plaguicidas-en-europa-6366983;Denuncia ecologista;
68;EP;S. Chandrasekhar, el niño prodigio que nos explicó cómo mueren las estrellas;http://www.elperiodico.com/es/ciencia/20171019/s-chandrasekhar-6363978;homenaje de google;
69;EP;El drama de un rinoceronte, premio a la Mejor Fotografía de Naturaleza 2017;http://www.elperiodico.com/es/medio-ambiente/20171018/rinoceronte-wildlife-photographer-2017-6361705;GALARDÓN;
70;EP;Leagoo lanza su S8 Pro, un dispositivo que quiere competir con el último de Samsung;http://www.elperiodico.com/es/tecnologia/20171019/leagoo-lanza-su-s8-pro-un-dispositivo-que-quiere-competir-con-el-ultimo-de-samsung-6363954;Mercado de móviles;
71;EP;Whatsapp permite compartir la ubicación en tiempo real en un mapa;http://www.elperiodico.com/es/tecnologia/20171019/whatsapp-aplicacion-compartir-ubicacion-6363843;NUEVA OPCIÓN;
72;EP;Consejos para prevenir el cáncer de mama;http://www.elperiodico.com/es/belleza/20171017/consejos-para-prevenir-el-cancer-de-mama-6359986;PECHOS SANOS;
73;EP;'Blunt Bob', el corte más deseado del otoño;http://www.elperiodico.com/es/belleza/20171016/blunt-bob-corte-recto-vidal-sassoon-movimiento-deseada-temporada-melena-renovada-emma-stone-marion-cotillard-bella-hadid-emily-ratajwoski-selena-gomez-6357260;'LOOK' RENOVADO;
74;EP;Así fue el fin de semana del referéndum;http://www.elperiodico.com/es//es/politica/20171002/fin-de-semana-referendum-cataluna-6327168;crónica audiovisual;
75;EP;'Blade Runner' en siete claves;http://www.elperiodico.com/es//es/ocio-y-cultura/20171001/siete-motivos-blade-runner-hito-ciencia-ficcion-6317788;UNA DISTOPÍA CLÁSICA;
76;EP;Un puzle para Macron y Merkel;http://blogs.elperiodico.com/bloglobal/;BLOGLOBAL;
77;EP;Los cinco consejos para conseguir un seguro barato;http://www.elperiodico.com/es/motor/noticias/trending/consejos/los-cinco-consejos-para-conseguir-un-seguro-barato-6333106;RECOMENDACIONES;
78;EP;Estos son los límites de velocidad y las multas en España;http://www.elperiodico.com/es/motor/noticias/trending/consejos/limites-velocidad-multas-espana-6364987;MULTAS;
79;EP;6 castillos escoceses reconvertidos en hotel;http://viajar.elperiodico.com/planes/6-castillos-escoceses-reconvertidos-hotel;HOTELES;
80;EP;El Algarve en otoño en 10 espectáculos naturales;http://viajar.elperiodico.com/destinos/algarve-otono-10-espectaculos-naturales;PLANES;
81;EP;El gran error de Arda Turan;http://www.sport.es/es/noticias/barca/gran-error-arda-turan-6365716;;
82;EP;Confidencial SPORT: Las exigencias culinarias de...;http://www.sport.es/es/noticias/barca/confidencial-sport-las-exigencias-culinarias-dembele-6365590;;
83;EP;Las tres salidas que pide Valverde;http://www.sport.es/es/noticias/barca/las-tres-salidas-que-pide-valverde-barcelona-6366679;;
84;EP;Por qué el creador del ‘like’ de Facebook eliminó la app de su...;http://www.codigonuevo.com/creador-like-facebook-elimino-app-movil/;;
85;EP;Tres señales que indican que tu...;http://www.codigonuevo.com/tres-senales-que-indican-que-tu-pareja-se-esta-desenamorando-de-ti/;;
86;EP;Así fue echar un polvo en...;http://www.codigonuevo.com/polvo-burdel-munecas-barcelona/;;
87;EP;Riikka Hannula abandona el Espanyol;http://www.diariolagrada.com/noticias/futbolfemenino/riikka-hannula-abandona-espanyol_26942.html;;
88;EP;El lateral diestro es un bendito...;http://www.diariolagrada.com/noticias/espanyol/lateral-diestro-es-bendito-problema-quique_26946.html;;
89;EP;"""Será bonito volver a Anoeta, no...";http://www.diariolagrada.com/noticias/espanyol/sera-bonito-volver-anoeta-no-tengo-ninguna-espina-clavada_26949.html;;
90;EP;El espectacular desnudo integral de Hiba Abouk;http://www.woman.es/celebrities/protagonistas/espectacular-desnudo-integral-hiba-abouk;;
91;EP;El desnudo de Úrsula Corberó en...;http://www.woman.es/celebrities/protagonistas/desnudo-ursula-corbero-instagram;;
92;EP;Ocho cosas que debes saber sobre...;http://www.woman.es/lifestyle/sexo_y_pareja/ocho-cosas-debes-poliamor-poligamia;;
93;EP;Los precios de los transportes para llegar al aeropuerto;http://www.elperiodico.com/es/motor/noticias/trending/los-precios-de-los-transportes-para-llegar-al-aeropuerto-6368034;;
94;EP;El Mercedes-Benz 300 S Coupé de...;http://www.elperiodico.com/es/motor/noticias/trending/el-mercedes-benz-300-s-coupe-de-barraquer-a-subasta-6367799;;
95;EP;Hennessey sube la apuesta y se...;http://www.elperiodico.com/es/motor/noticias/trending/hennessey-sube-apuesta-bugatti-objetivo-500-km-por-hora-6367149;;
96;EP;Los 7 monasterios que nunca pensaste visitar;http://viajar.elperiodico.com/planes/7-monasterios-pensaste-visitar;;
97;EP;6 castillos escoceses reconvertidos en hotel;http://viajar.elperiodico.com/planes/6-castillos-escoceses-reconvertidos-hotel;;
98;EP;De ruta por la herencia judía...;http://viajar.elperiodico.com/viajeros/ruta-herencia-judia-espana;;
99;LV;El Rey garantiza que “Catalunya es y será parte esencial de la España del siglo XXI”;http://www.lavanguardia.com/politica/20171020/432209338794/felipe-vi-catalunya-siempre-sera-parte-esencial-espana-xxi.html;;
100;LV;Las instituciones europeas salen en defensa de la ley, la unidad y el diálogo;http://www.lavanguardia.com/politica/20171020/432208259541/instituciones-europeas-salen-defensa-ley-unidad-dialogo-premios-princesa-asturias.html;;
101;LV;Lo que se sabe del artículo 155 de la Constitución a horas de ser aplicado;http://www.lavanguardia.com/politica/20171020/432206733652/lo-que-se-sabe-del-155.html;;
102;LV;Rajoy culpa a Puigdemont de tener que aplicar el artículo 155 con el PSOE y Ciudadanos;http://www.lavanguardia.com/politica/20171020/432202384714/articulo-155-rajoy-puigdemont-acuerdo-psoe-cs.html;;
103;LV;PSOE y Cs apuestan por aplicar el 155 y convocar las elecciones en enero;http://www.lavanguardia.com/politica/20171020/432199238402/pp-psoe-carmen-calvo-elecciones-catalunya-enero.html;;
104;LV;El PSOE apunta a una intervención de TV3;http://www.lavanguardia.com/politica/20171020/432199527823/psoe-intervencion-tv3-articulo-155.html;;
105;LV;El PSC avisa de que no dará un “cheque en blanco” al PSOE para aplicar el artículo 155;http://www.lavanguardia.com/politica/20171020/432204191619/articulo-155-psc-cheque-en-blanco-psoe.html;;
106;LV;Directo | La última hora sobre la aplicación del artículo 155 en Catalunya;http://www.lavanguardia.com/politica/20171020/432197999806/articulo-155-constitucion-congreso-independencia-cataluna-rajoy-puigdemont.html;;
107;LV;La Audiencia ordena investigar llamadas de Trapero, Sánchez y Cuixart;http://www.lavanguardia.com/politica/20171020/432205269396/audiencia-nacional-investigar-llamadas-trapero.html;;
108;LV;Ciments Molins también se marcha de Catalunya;http://www.lavanguardia.com/economia/20171020/432201844655/ciments-molins-catalunya-sede-social.html;;
109;LV;La protagonista del ‘Help Catalonia’ cierra sus redes ante el alcance del vídeo;http://www.lavanguardia.com/politica/20171020/432206678196/protagonista-viral-video-omnium-cierra-redes.html;;
110;LV;El delegado del Gobierno en Aragón: El “adoctrinamiento” en Catalunya “es eficaz como la propaganda nazi”;http://www.lavanguardia.com/politica/20171020/432206266352/delegado-gobierno-aragon-catalunya.html;;
111;LV;La bomba contra la periodista maltesa habría sido detonada por control remoto;http://www.lavanguardia.com/internacional/20171020/432206752919/bomba-mato-periodista-maltesa-detonada-por-control-remoto.html;;
112;LV;La haka de los All Blacks a los Reyes en los Premios Princesa de Asturias;http://www.lavanguardia.com/deportes/20171020/432207101693/haka-all-blacks-reyes-princesa-de-asturias.html;;
113;LV;Kilian Jornet pasa por el quirófano y estará seis meses de baja;http://www.lavanguardia.com/deportes/otros-deportes/20171020/432208974923/kilian-jornet-operado-hombros.html;;
114;LV;Hallada una ‘cueva’ gigantesca en la Luna;http://www.lavanguardia.com/vida/20171020/432199072204/hallada-cueva-gigantesca-luna.html;;
115;LV;Restos de la batalla de El Alamein aún yacen en el desierto egipcio;http://www.lavanguardia.com/cultura/20171020/432199984458/el-alamein-restos-batalla-egipto-guerra-mundial.html;;
116;LV;El impactante relato de Lupita Nyong’o sobre los abusos de Weinstein;http://www.lavanguardia.com/gente/20171020/432209062868/lupita-nyongo-abuso-sexual-weinstein.html;;
117;LV;Aguirre contó con 1,5 millones en negro para su campaña electoral de 2011;http://www.lavanguardia.com/politica/20171020/432192625764/pp-madrid-financiacion-campana-elecciones-autonomicas-esperanza-aguirre-caja-b.html;;
118;LV;El Govern eleva a 1.066 las personas atendidas por las cargas en el 1-O;http://www.lavanguardia.com/politica/20171020/432201536602/heridos-referendum-1-o-cargas-policiales-salut.html;;
119;LV;Colau: “Si el PSC apoya al 155 se abrirá una reflexión en Barcelona en Comú”;http://www.lavanguardia.com/politica/20171020/432198891265/articulo-155-ada-colau-reflexion-bcomu.html;;
120;LV;La Fiscalía instará al Govern a apartar a Trapero de su cargo;http://www.lavanguardia.com/politica/20171019/432187704136/fiscalia-govern-apartar-mayor-trapero.html;;
121;LV;El último desaparecido en Argentina enmaraña las elecciones legislativas;http://www.lavanguardia.com/internacional/20171020/432208639197/santiago-maldonado-elecciones-legislativas-argentina.html;;
122;LV;Theresa May vincula la factura del Brexit al acuerdo que vaya a regular las futuras relaciones;http://www.lavanguardia.com/internacional/20171020/432202596627/may-factura-brexit-relaciones-ue.html;;
123;LV;Las fuerzas iraquíes retoman el control completo de la región kurda de Kirkuk;http://www.lavanguardia.com/internacional/20171020/432199505274/irak-control-provincia-kirkuk-kurdos.html;;
124;LV;Un atentado suicida en una mezquita de Kabul mata al menos a 32 personas;http://www.lavanguardia.com/internacional/20171020/432205010529/atentado-suicida-mezquita-kabul.html;;
125;LV;Gerard Piqué: “En Catalunya no paramos de adoctrinar a los niños”;http://www.lavanguardia.com/gente/20171020/432206605269/pique-ironiza-sobre-adoctrinamiento-en-catalunya.html;;
126;LV;Así vivieron los pasajeros del último vuelo Air Berlin una temeraria maniobra;http://www.lavanguardia.com/vida/20171020/432204635205/pasajeros-ultimo-vuelo-air-berlin-youtube.html;;
127;LV;Muere Federico Luppi;http://www.lavanguardia.com/cultura/20171020/432203443594/federico-luppi.html;;
128;LV;¿Cuánto dinero ganaron los ‘triunfitos’ del primer ‘OT’?;http://www.lavanguardia.com/television/20171020/432199159549/operacion-triunfo-ot-sueldo-concursantes.html;;
129;LV;¿Qué ver hoy viernes noche en televisión?;http://www.lavanguardia.com/television/20171020/432205960873/que-ver-television-viernes-20.html;;
130;LV;EE.UU. doblega a Japón en el primer “combate a muerte” entre robots;http://www.lavanguardia.com/internacional/20171018/432162045206/combate-robots-gigantes-eeuu-japon.html;;
131;LV;Lo que ocurre con el perro policía cuando se jubila o si no ‘da la talla’;http://www.lavanguardia.com/vivo/mascotas/20171020/432179182966/adopcion-perros-policias.html;;
132;LV;Un misterioso agujero caliente en el Antártico intriga a los científicos;http://www.lavanguardia.com/natural/20171020/432128873724/estudian-misterioso-agujero-caliente-aguas-antartico.html;;
133;LV;La nueva Ley de los Autónomos, en seis minutos;http://www.observatorio-empresas.vodafone.es/articulos/nueva-ley-autonomos-2018-celia-ferrero-ata/;;
134;LV;Un gigante pisa fuerte en la cartelera;http://www.lavanguardia.com/cultura/20171020/432178542675/handia-gigante-estrenos-cine-cartelera-viernas.html;;
135;LV;8 planes únicos para este fin de semana;http://www.lavanguardia.com/local/20171020/432181150983/planes-fin-de-semana-catalunya.html;;
136;LV;Qué hacer este viernes, sábado y el domingo en Barcelona;http://www.lavanguardia.com/local/barcelona/20171020/432158418902/que-hacer-hoy-barcelona-fin-de-semana.html;;
137;LV;La semana dice adiós con bajada de temperaturas en Catalunya;http://www.lavanguardia.com/vida/20171020/432182193952/el-tiempo-fin-de-semana-catalunya.html;;
138;LV;Ideas low cost para escapadas de otoño;http://www.lavanguardia.com/ocio/viajes/20171020/432180428371/ofertas-viajes-escapadas-vacaciones-low-cost.html;;
139;LV;La Policía identifica hasta 800 turistas por las falsas intoxicaciones en Baleares;http://www.lavanguardia.com/vida/20171020/432205991521/policia-identifica-800-turistas-falsas-intoxicaciones-baleares.html;;
140;LV;¿Cuantos miles de productos químicos se fabrican sin unas pruebas de seguridad?;http://www.lavanguardia.com/natural/20171020/432198705753/informe-lancet-contaminacion-productos-quimicos-peligrosos.html;;
141;LV;Los 30 platos que deberías saber cocinar... antes de los treinta;http://www.lavanguardia.com/comer/tendencias/20171019/432158717611/recetas-faciles-jovenes-treinta-anos.html;;
142;LV;Cae una organización dedicada al contrabando de tabaco procedente de Asia;http://www.lavanguardia.com/sucesos/20171020/432201755497/desarticulada-una-organizacion-dedicada-al-contrabando-de-tabaco-procedente-de-asia.html;;
143;LV;De profesión, padre de día;http://www.lavanguardia.com/vida/20171020/432183395935/de-profesion-padre-de-dia.html;;
144;LV;El momento hamletiano;http://www.lavanguardia.com/opinion/20171020/432192049503/el-momento-hamletiano.html;;
145;LV;Tiempo para las concesiones;http://www.lavanguardia.com/opinion/20171020/432192143537/tiempo-para-las-concesiones.html;;
146;LV;Ministros escapistas;http://www.lavanguardia.com/opinion/20171020/432192041581/ministros-escapistas.html;;
147;LV;La Diagonal como imagen;http://www.lavanguardia.com/politica/20171020/432192136713/la-diagonal-como-imagen.html;;
148;LV;‘No me llames Dolores...’;http://www.lavanguardia.com/opinion/20171020/432192142874/no-me-llames-dolores.html;;
149;LV;Retorno o no de envases;http://www.lavanguardia.com/opinion/20171020/432192148709/retorno-o-no-de-envases.html;;
150;LV;Trump se queda solo contra Irán;http://www.lavanguardia.com/opinion/20171020/432192149485/trump-se-queda-solo-contra-iran.html;;
151;LV;Esperando a Rajoy;http://www.lavanguardia.com/opinion/20171020/432192150398/esperando-a-rajoy.html;;
152;LV;La tumba profanada de Dalí;http://www.lavanguardia.com/opinion/20171020/432192151352/la-tumba-profanada-de-dali.html;;
153;LV;Manual para hablar;http://www.lavanguardia.com/opinion/20171020/432192152156/manual-para-hablar.html;;
154;LV;Física nuclear y política;http://www.lavanguardia.com/opinion/20171020/432192153847/fisica-nuclear-y-politica.html;;
155;LV;Dedicatorias políticas;http://www.lavanguardia.com/cultura/20171020/432192218859/dedicatorias-politicas.html;;
156;LV;Toque lo que toque;http://www.lavanguardia.com/deportes/20171020/432192264295/toque-lo-que-toque.html;;
157;LV;Riesgo reputacional;http://www.lavanguardia.com/economia/20171020/432192284501/riesgo-reputacional.html;;
158;LV;‘Star Trek’, episodio en Catalunya;http://www.lavanguardia.com/television/20171020/432192392681/star-trek-episodio-en-catalunya.html;;
159;LV;El déficit comercial crece el 49% hasta agosto pese al alza de las exportaciones;http://www.lavanguardia.com/economia/20171020/432199392616/deficit-comercial-aumenta-agosto-alza-exportaciones.html;;
160;LV;Los cuadrantes de Ryanair;http://www.lavanguardia.com/economia/20171020/432185805892/ekonomia-gay-de-liebana-ryanair.html;;
161;LV;Los líderes del sector inmobiliario se reúnen en Barcelona;http://www.lavanguardia.com/economia/20171020/432205246643/barcelona-meeting-point-reune-cuatro-grandes-empresas-cotizadas-espanolas.html;;
162;LV;El Ibex 35 mantiene cautela ante la crisis en Catalunya;http://www.lavanguardia.com/economia/20171020/432198966660/ibex-35-semana-rojo-politica-catalunya.html;;
