;news_id;news_title;news_link;news_subtit;news_title_en;polarity;subjectivity;LV;EP;20M;PAV;ARA;PA;EM;LR;ABC
10;LV;Bruselas advierte del lento incremento de salarios en la eurozona;http://www.lavanguardia.com/economia/20171109/432747508375/bruselas-advierte-lento-incremento-salarios-eurozona.html;;Brussels warns of the slow increase of wages in the eurozone;-0.3;0.4;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 62, 62];[0, 0, 0];[0, 0, 0];[0, 0, 0]
11;LV;La CE advierte del “riesgo” de la crisis catalana pero mejora el PIB de España;http://www.lavanguardia.com/economia/20171109/432737468715/ce-bruselas-espana-cataluna-pib.html;;"The EC warns of the ""risk"" of the Catalan crisis but improves the GDP of Spain";0.0;0.0;[0, 0, 0];[0, 0, 0];[2, 164, 82];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
12;LV;Arabia Saudí pide a sus ciudadanos abandonar Líbano lo antes posible;http://www.lavanguardia.com/internacional/20171109/432745735592/arabia-saudi-ciudadanos-libano.html;;Saudi Arabia asks its citizens to leave Lebanon as soon as possible;0.0;1.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 100, 0]
13;LV;La gema tallada del “Griffin Warrior” que cambiará toda la historia del arte antiguo;http://www.lavanguardia.com/cultura/20171109/432740728455/gema-arte-antiguo-grecia-pilos-griffin-warrior.html;;"The carved gem of the ""Griffin Warrior"" that will change the entire history of ancient art";0.0;0.625;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
14;LV;Muere la mujer tiroteada a las puertas del colegio de su hijo;http://www.lavanguardia.com/sucesos/20171109/432748393500/fallece-mujer-tiroteada-puertas-colegio-hijo-elda.html;;The woman shot dead at the doors of her son's school;-0.2;0.4;[0, 0, 0];[1, 75, 75];[1, 87, 87];[0, 0, 0];[1, 87, 87];[0, 0, 0];[1, 83, 83];[2, 158, 0];[1, 83, 0]
15;LV;Alan Shearer, el mejor rematador de cabeza de los noventa, preocupado por sus daños cerebrales;http://www.lavanguardia.com/deportes/futbol/20171109/432742116263/alan-shearer-premier-league-newcastle.html;;Alan Shearer, the best headliner of the nineties, worried about his brain damage;1.0;0.3;[0, 0, 0];[0, 0, 0];[1, 62, 62];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 66, 66];[0, 0, 0];[1, 73, 0]
16;LV;Rajoy: “El Estado se defiende de los ataques de quien lo quiere destruir”;http://www.lavanguardia.com/politica/20171109/432740095036/rajoy-elecciones-cataluna-21d.html;;"Rajoy: ""The State defends itself against the attacks of those who want to destroy it""";-0.2;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 78, 78];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
17;LV;Santi Vila rechaza una responsabilidad penal porque intentó evitar la DUI;http://www.lavanguardia.com/politica/20171109/432739920082/santi-vila-alega-responsabilidad-evitar-dui-recurso.html;;Santi Vila rejects a criminal responsibility because he tried to avoid the DUI;-0.4;0.55;[0, 0, 0];[1, 68, 68];[0, 0, 0];[3, 207, 69];[1, 73, 73];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
18;LV;Albiol llevará a la Fiscalía de Menores el uso de niños como “escudos”;http://www.lavanguardia.com/politica/20171109/432741615913/xavier-garcia-albiol-fiscalia-menores-ninos-escudos-huelga.html;;"Albiol will take to the Office of the Children's Prosecutor the use of children as ""shields""";0.0;0.0;[0, 0, 0];[0, 0, 0];[1, 100, 100];[0, 0, 0];[1, 79, 79];[0, 0, 0];[1, 92, 92];[1, 100, 0];[1, 63, 0]
19;LV;El alcalde de Gimenells ficha por el PP e irá de número 2 por Lleida;http://www.lavanguardia.com/politica/20171109/432746841761/alcalde-gimenells-pp-lleida.html;;The mayor of Gimenells signs for the PP and will go number 2 through Lleida;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 64, 64];[0, 0, 0];[1, 69, 69];[1, 82, 0];[1, 73, 0]
20;LV;El Mobile amenaza con irse de Barcelona en el 2019 si no hay estabilidad política;http://www.lavanguardia.com/local/barcelona/20171109/432730569303/mobile-world-congress-inquietud-crisis-politica.html;;The Mobile threatens to leave Barcelona in 2019 if there is no political stability;0.0;0.1;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 90, 90];[0, 0, 0];[1, 84, 0]
21;LV;Amnistía Internacional España no considera “presos de conciencia” a los ‘Jordis’ ni a los exconsellers;http://www.lavanguardia.com/politica/20171109/432731446360/amnistia-internacional-jordis-exconsellers-presos-politicos.html;;Amnesty International Spain does not consider 'Jordis' or exconsellers 'prisoners of conscience';0.0;0.0;[0, 0, 0];[2, 156, 78];[1, 64, 64];[0, 0, 0];[2, 175, 88];[0, 0, 0];[0, 0, 0];[1, 86, 0];[0, 0, 0]
22;LV;Colombia decomisa 13 toneladas de cocaína: es la mayor de su historia;http://www.lavanguardia.com/internacional/20171109/432748668375/colombia-toneladas-cocaina-incautacion.html;;Colombia seizes 13 tons of cocaine: it is the largest in its history;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
23;LV;Un enfermero alemán, sospechoso de haber asesinado a más de cien pacientes;http://www.lavanguardia.com/internacional/20171109/432744799818/enfermero-aleman-sospechoso-matar-cien-personas.html;;A German nurse, suspected of killing more than a hundred patients;0.25;0.25;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 64, 64];[0, 0, 0];[0, 0, 0]
24;LV;La crisis en el gobierno May se agrava tras la dimisión de una nueva ministra;http://www.lavanguardia.com/internacional/20171109/432737018967/crisis-gobierno-may-agrava-dimision-ministra-reunirse-cargos-israelies.html;;The crisis in May government is aggravated after the resignation of a new minister;0.1364;0.4545;[0, 0, 0];[1, 65, 65];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
25;LV;Trump presiona a China sobre Corea del Norte y relaciones comerciales;http://www.lavanguardia.com/internacional/20171109/432738606730/trump-presiona-china-corea-del-norte-relaciones-comerciales.html;;Trump pressures China on North Korea and trade relations;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 61, 61];[0, 0, 0];[1, 69, 0]
26;LV;El padre perdona y abraza a un hombre condenado por el asesinato de su hijo;http://www.lavanguardia.com/internacional/20171109/432743406795/padre-perdona-abraza-hombre-condenado-asesinato-hijo.html;;The father forgives and hugs a man condemned for the murder of his son;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
27;LV;Un alpinista alemán sobrevive cinco días en una grieta glacial austriaca;http://www.lavanguardia.com/deportes/otros-deportes/20171109/432743020363/alpinista-austria-alpes-rescatado.html;;A German mountaineer survives five days in an Austrian glacial crevice;0.0;0.0;[0, 0, 0];[0, 0, 0];[1, 98, 98];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
28;LV;“Se admiten mascotas... Independentistas no”, la polémica frase de un bar;http://www.lavanguardia.com/vida/20171109/432746789586/bar-gijon-admite-mascotas-independentistas-no.html;;"""Pets are allowed ... Independents do not"", the controversial phrase of a bar";0.55;0.95;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 66, 66];[0, 0, 0];[0, 0, 0]
29;LV;Así fue el pasado de Carme Forcadell como periodista;http://www.lavanguardia.com/television/20171109/432738761332/carme-forcadell-periodista-reportera-tve-transicion.html;;This was Carme Forcadell's past as a journalist;-0.25;0.25;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
30;LV;El impactante nuevo de ‘look’ de Laura Escanes;http://www.lavanguardia.com/gente/20171109/432748823858/impactante-nuevo-look-laura-escanes.html;;The impressive new look of 'look' by Laura Escanes;0.5682;0.7273;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
31;LV;Pedroche muestra su “postura imposible”;http://www.lavanguardia.com/television/20171109/432744277222/cristina-pedroche-postura-imposible-yoga-foto-instagram.html;;"Pedroche shows his ""impossible position""";-0.6667;1.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
32;LV;Roban un violín de 1740;http://www.lavanguardia.com/cultura/20171109/432742814959/ladron-violin-dani-cubero-barcelona.html;;They steal a violin from 1740;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
33;LV;Siete maravillas del mundo que muy pocos han visitado;http://www.lavanguardia.com/ocio/viajes/20171107/432693575114/maravillas-poco-conocidas-accesibles-mundo.html;;Seven wonders of the world that very few have visited;-0.26;0.13;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
34;LV;¿Qué ver hoy jueves a la noche por la televisión?;http://www.lavanguardia.com/television/20171109/432744277667/programacion-television-jueves-9.html;;What to see today Thursday night on television?;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
35;LV;Atraviesa la pared del edificio con su coche;http://www.lavanguardia.com/sucesos/20171109/432746789014/mujer-atraviesa-pared-edificio-coche.html;;Go through the wall of the building with your car;0.0;0.0;[0, 0, 0];[0, 0, 0];[1, 82, 82];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
36;LV;“La clave en la defensa del Govern es si hubo violencia o no”;http://www.lavanguardia.com/lacontra/20171109/432730549530/la-clave-ahora-en-la-defensa-del-govern-es-si-hubo-violencia-o-no.html;;"""The key in the defense of the Govern is whether there was violence or not""";0.0;1.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
37;LV;El impactante discurso de una víctima de agresión sexual en Sanfermines;http://www.lavanguardia.com/sucesos/20171109/432746724056/testimonio-victima-agresion-sexual-sanfermines.html;;The shocking speech of a victim of sexual assault in Sanfermines;-0.1917;0.6278;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
38;LV;Desactivada la firma digital de DNI por “posibles” fallos en la seguridad;http://www.lavanguardia.com/vida/20171109/432737494196/desactivada-la-firma-digital-de-los-dni-por-posibles-fallos-de-seguridad.html;;"Disabled the digital signature of DNI for ""possible"" failures in security";-0.0667;0.4333;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 63, 63];[1, 79, 79];[0, 0, 0];[1, 100, 0];[1, 79, 0]
39;LV;El juez ordena abrir juicio a los padres de Nadia por  exhibicionismo y pornografía infantil;http://www.lavanguardia.com/local/lleida/20171109/432744046727/juicio-padres-nadia.html;;The judge orders the trial of Nadia's parents for exhibitionism and child pornography;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 76, 76];[1, 85, 85];[0, 0, 0];[0, 0, 0];[1, 82, 0];[1, 88, 0]
40;LV;El polémico vídeo de un perro atado a un coche patrulla en Ciudad Real;http://www.lavanguardia.com/sucesos/20171109/432746707342/polemico-video-perro-atado-coche-patrulla-indigna-redes-sociales.html;;The controversial video of a dog tied to a patrol car in Ciudad Real;0.375;0.625;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 66, 66];[0, 0, 0];[0, 0, 0]
41;LV;Un saltamontes escondido en un cuadro de Van Gogh durante más de 100 años;http://www.lavanguardia.com/cultura/20171109/432740727838/saltamontes-cuadro-van-gogh-los-olivos.html;;A grasshopper hidden in a Van Gogh painting for more than 100 years;0.1667;0.4167;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
42;LV;Cuando el país es una gincana;http://www.lavanguardia.com/opinion/20171109/432730267629/cuando-el-pais-es-una-gincana.html;;When the country is a gymkhana;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 64, 64];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
43;LV;Objetivo: paralizar el país;http://www.lavanguardia.com/opinion/20171109/432730346763/objetivo-paralizar-el-pais.html;;Objective: to paralyze the country;0.0;0.1;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
44;LV;Mesas vacías;http://www.lavanguardia.com/opinion/20171109/432730265003/mesas-vacias.html;;Empty tables;-0.1;0.5;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
45;LV;Política, ¿qué política?;http://www.lavanguardia.com/politica/20171109/432730331951/politica-que-politica.html;;Politics, what policy?;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
46;LV;El pulso por la imagen exterior;http://www.lavanguardia.com/politica/20171109/432730335162/el-pulso-por-la-imagen-exterior.html;;Pulse for the external image;0.0;0.1;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
47;LV;Bajo la firma de Mario Draghi;http://www.lavanguardia.com/opinion/20171109/432730349037/bajo-la-firma-de-mario-draghi.html;;Under the signature of Mario Draghi;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 63, 63];[0, 0, 0];[1, 63, 0];[1, 63, 0]
48;LV;Otra vez;http://www.lavanguardia.com/opinion/20171109/432730359111/otra-vez.html;;Again;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[2, 200, 100];[1, 100, 100];[0, 0, 0];[0, 0, 0];[1, 100, 0];[0, 0, 0]
49;LV;Turismo urbano gastronómico;http://www.lavanguardia.com/opinion/20171109/432730359802/turismo-urbano-gastronomico.html;;Gastronomic urban tourism;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
50;LV;Donald Trump sabe lo que dice;http://www.lavanguardia.com/opinion/20171109/432730360729/donald-trump-sabe-lo-que-dice.html;;Donald Trump knows what he says;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 73, 0]
51;LV;Impuros;http://www.lavanguardia.com/opinion/20171109/432730362571/impuros.html;;Impure;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
52;LV;Rusia, un volcán que no duerme;http://www.lavanguardia.com/opinion/20171109/432730365376/rusia-un-volcan-que-no-duerme.html;;Russia, a volcano that does not sleep;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
53;LV;Tortilla de alcachofas;http://www.lavanguardia.com/cultura/20171109/432730429445/tortilla-de-alcachofas.html;;Artichokes Omelet;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
54;LV;Los símbolos y el absurdo;http://www.lavanguardia.com/deportes/20171109/432730444010/los-simbolos-y-el-absurdo.html;;The symbols and the absurd;-0.5;1.0;[0, 0, 0];[1, 61, 61];[1, 67, 67];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
55;LV;La muerte me roba los cromos;http://www.lavanguardia.com/deportes/20171109/432730454217/la-muerte-me-roba-los-cromos.html;;Death steals my cards;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
56;LV;Rajoy avisa: la crisis catalana puede obligar a revisar y a la baja el PIB;http://www.lavanguardia.com/politica/20171109/432740659195/rajoy-crisis-catalana-revisar-crecimiento-pib-2018.html;;Rajoy warns: the Catalan crisis may force to revise and downward the GDP;0.0;0.0;[0, 0, 0];[0, 0, 0];[1, 100, 100];[0, 0, 0];[1, 78, 78];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
57;LV;El mejor del mundo está en Inditex;http://www.lavanguardia.com/economia/20171109/432725615288/ekonomia-gay-de-liebana-pablo-isla-inditex.html;;The best in the world is in Inditex;1.0;0.3;[0, 0, 0];[2, 150, 75];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 63, 0];[0, 0, 0]
58;LV;Dudas por los contratos de 220.000 millones firmados por Trump con China;http://www.lavanguardia.com/economia/20171109/432738021458/donald-trump-china-contratos-acuerdos.html;;Doubts over the contracts of 220,000 million signed by Trump with China;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 69, 0]
59;LV;El Ibex 35 suma su séptima jornada a la baja;http://www.lavanguardia.com/economia/20171109/432737247005/ibex-35-bolsa-cataluna-ce-pib.html;;The Ibex 35 adds its seventh day to the low;0.0;0.3;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
60;LV;La abogada general del TUE avala el impuesto a grandes superficies;http://www.lavanguardia.com/economia/20171109/432741693066/impuesto-grandes-superficies-tue-cataluna.html;;The general lawyer of the TUE endorses the tax on large areas;0.1321;0.4643;[0, 0, 0];[0, 0, 0];[1, 62, 62];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
61;LV;Carles Grau nuevo director en el Mobile World Capital;http://www.lavanguardia.com/economia/20171109/432730517500/carles-grau-mobile-world-capital.html;;Carles Grau new director at the Mobile World Capital;0.1364;0.4545;[0, 0, 0];[1, 70, 70];[0, 0, 0];[1, 83, 83];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
62;LV;“Sin ingresos no vayas a Silicon Valley”;http://www.lavanguardia.com/economia/emprendedores/20171109/432721798036/chartboost-pepe-agell-barcelona-tech-city.html;;"""No income do not go to Silicon Valley""";0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 69, 69];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
63;LV;Un urbanista para reconstruir empresas;https://www.observatorio-empresas.vodafone.es/articulos/transformacion-digital-urbanismo-paul-beswick/;;An urban planner to rebuild companies;0.0;0.0;[0, 0, 0];[1, 100, 100];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 100, 0]
64;LV;“En cinco años, todo el contenido de Facebook será vídeo”;https://www.observatorio-empresas.vodafone.es/articulos/videos-publicidad-facebook-inigo-vega-the-motion/;;"""In five years, all Facebook content will be video""";0.0;0.0;[0, 0, 0];[1, 100, 100];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
65;LV;Chiellini: “El ‘guardiolismo’ ha arruinado la vida a una generación de defensas”;http://www.lavanguardia.com/deportes/futbol/20171109/432749093586/giorgio-chiellini-guardiola-defensas-italia.html;;"Chiellini: ""The 'guardiolismo' has ruined the life to a generation of defenses""";0.0;0.0;[0, 0, 0];[1, 79, 79];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 100, 100];[0, 0, 0];[0, 0, 0];[0, 0, 0]
66;LV;La UCI investigará a Cancellara por dopaje tecnológico;http://www.lavanguardia.com/deportes/futbol/20171109/432747569434/uci-cancellara-dopaje-tecnologico.html;;The UCI will investigate Cancellara for technological doping;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 95, 95];[0, 0, 0];[0, 0, 0];[0, 0, 0]
67;LV;Chile repudia a Tyson;http://www.lavanguardia.com/deportes/otros-deportes/20171109/432747999509/tyson-chile-estados-unidos.html;;Chile repudiates Tyson;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
68;LV;Nueva polémica sexista por la presentación de la camiseta de Colombia;http://www.lavanguardia.com/deportes/futbol/20171109/432743929225/colombia-camiseta-sexista-james-rodriguez.html;;New sexist controversy for the presentation of the Colombia shirt;0.1364;0.4545;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 64, 0]
69;LV;Fernando Alonso, tajante: “La temporada ha sido muy mala”;http://www.lavanguardia.com/deportes/formula-1/20171109/432745279582/fernando-alonso-gp-brasil.html;;"Fernando Alonso, sharp: ""The season has been very bad""";-0.5175;0.8083;[0, 0, 0];[0, 0, 0];[1, 89, 89];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 95, 95];[0, 0, 0];[1, 82, 0]
70;LV;19 detenidos y diez de ellos guardias civiles, por tráfico de drogas;http://www.lavanguardia.com/sucesos/20171109/432738838590/diecinueve-detenidos-diez-de-ellos-guardias-civiles-por-trafico-de-drogas.html;;19 detainees and ten of them civil guards, for drug trafficking;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 69, 0]
71;LV;¿Deben restringirse los accesos turísticos a los lugares de gran importancia cultural?;http://www.lavanguardia.com/participacion/20171109/432741067576/restriccion-turismo-importancia-cultural.html;;Should tourist accesses be restricted to places of great cultural importance?;0.45;0.425;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
