news_id;news_title;news_link;news_subtit;news_title_en;polarity;subjectivity;LV;EP;20M;PAV;ARA;PA;EM;LR;ABC
LV;Encuentran un tiburón de la época de los dinosaurios en el Algarve;http://www.lavanguardia.com/natural/20171113/432867697771/tiburon-prehistorico-portugal.html;;They find a shark from the time of the dinosaurs in the Algarve;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;“Nuestra lucha es por la restitución del president legítimo, Carles Puigdemont”;http://www.lavanguardia.com/politica/20171113/432869391735/gabriel-rufian-nuestra-lucha-restitucion-presidente-legitimo-puigdemont.html;;"""Our fight is for the restitution of the legitimate president, Carles Puigdemont""";0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[1, 80];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Lista unitaria o la casa común del junquerismo;http://www.lavanguardia.com/politica/20171113/432848085273/en-diagonal-lista-unitaria-junquerismo.html;;Unitary list or the common house of junquerismo;-0,3;0,5;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;PDeCAT, ERC y la CUP tienden la mano a Colau para gobernar en solitario;http://www.lavanguardia.com/local/barcelona/20171113/432863482264/pdcat-abierto-hablar-colau-ruptura-pacto-bcomu-pscp.html;;PDeCAT, ERC and the CUP tend the hand to Colau to govern alone;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[1, 61];[0, 0];[0, 0];[0, 0]
LV;Rus reaparece para negarlo todo y para criticar al PP;http://www.lavanguardia.com/local/valencia/20171113/432867248866/alfonso-rus-comision-ciegsa-cortes-valencianas-maximo-caturla-pp-valenciano.html;;Rus reappears to deny everything and to criticize the PP;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[1, 68];[0, 0];[0, 0];[0, 0];[0, 0]
LV;El confuso tuit de Rajoy sobre la fecha de las elecciones catalanas;http://www.lavanguardia.com/politica/20171113/432868761118/confuso-tuit-rajoy-fecha-elecciones-catalanas.html;;The confusing tweet by Rajoy about the date of the Catalan elections;-0,3;0,4;[0, 0];[1, 61];[0, 0];[0, 0];[1, 67];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Ya son más de 400 los muertos por el terremoto en la frontera de Irán e Irak;http://www.lavanguardia.com/internacional/20171112/432848085705/terremoto-irak-suleimaniya.html;;Already more than 400 are dead by the earthquake on the border of Iran and Iraq;0,15;0,45;[0, 0];[1, 68];[1, 89];[2, 71];[0, 0];[1, 84];[2, 68];[0, 0];[3, 253]
LV;El Parlamento británico votará el acuerdo final del Brexit antes de la salida;http://www.lavanguardia.com/internacional/20171113/432868400445/paralemento-britanico-votara-acuerdo-brexit.html;;The British Parliament will vote on the final agreement of Brexit before departure;0,0;0,5;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[1, 85];[1, 96];[0, 0];[1, 83]
LV;Trump destaca la “excelente relación” con Duterte y calla sobre la ‘guerra antidrogas’;http://www.lavanguardia.com/internacional/20171113/432861697830/trump-destaca-excelente-relacion-duterte-calla-guerra-antidroga.html;;"Trump highlights the ""excellent relationship"" with Duterte and is silent about the 'war on drugs'";0,5;0,55;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Maduro rechaza tener presos políticos en su país: “Violaron las leyes”;http://www.lavanguardia.com/politica/20171113/432858701796/nicolas-maduro-salvados-jordi-evole-presos-politicos-venezuela.html;;"Maduro refuses to have political prisoners in his country: ""They violated the laws""";0,0;0,1;[0, 0];[0, 0];[0, 0];[0, 0];[2, 86];[0, 0];[0, 0];[1, 88];[0, 0]
LV;Un intérprete afgano reclama a España que cumpla su promesa de asilo;http://www.lavanguardia.com/internacional/20171113/432847079521/lesbos-afganistan-moria-kara-tepe-refugiados-ministerio-de-defensa-ministerio-del-interior-asilo-grecia-badghis-qala-i-naw.html;;An Afghan interpreter calls on Spain to fulfill its promise of asylum;0,0;0,0;[0, 0];[0, 0];[1, 64];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Disney pone su ofrenda del Dia de Muertos;http://blogs.lavanguardia.com/diario-itinerante/disney-pone-ofrenda-del-dia-muertos-29688;;Disney puts his Day of the Dead offering;-0,2;0,4;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;¿Podemos ser un universo creado por otro universo?;http://www.lavanguardia.com/ciencia/fisica-espacio/20171113/432865949318/preguntas-big-vang-universo-creado-por-otro.html;;Can we be a universe created by another universe?;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Chiquito, nuevo ‘Conde Mor’: ¿locura o realidad?;http://www.lavanguardia.com/gente/20171113/432862933605/chiquito-de-la-calzada-conde-mor-casa-real-campofrio-peticion.html;;Chiquito, new 'Conde Mor': madness or reality?;0,1364;0,4545;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Estulin: “Estamos a las puertas de un colapso económico mundial”;http://www.lavanguardia.com/cultura/20171113/432855029478/daniel-estulin-libro-la-trastienda-trump.html;;"Estulin: ""We are on the verge of a global economic collapse""";0,1;0,1;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Un magnate ruso quiere hallar vida en la luna de Saturno;http://www.lavanguardia.com/vida/20171113/432867282990/magnate-ruso-encontrar-vida-extraterrestre-encelado.html;;A Russian magnate wants to find life on Saturn's moon;0,1;0,05;[0, 0];[0, 0];[1, 68];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Nuevo enfrentamiento dialéctico en directo entre Ana Rosa y Gabriel Rufián;http://www.lavanguardia.com/television/20171113/432866822205/ana-rosa-gabriel-rufian-bronca-directo-franco-television.html;;New direct dialectical confrontation between Ana Rosa and Gabriel Rufián;0,1182;0,4273;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Spice Girls, el reencuentro más esperado en el 2018;http://www.lavanguardia.com/cultura/20171113/432867698321/spice-girls-reencuentro-2018.html;;Spice Girls, the most anticipated reunion in 2018;0,5;0,5;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[1, 65];[0, 0];[0, 0];[1, 82]
LV;¿Qué ver hoy lunes a la noche por la televisión?;http://www.lavanguardia.com/television/20171113/432867594217/programacion-television-lunes-13.html;;What to see today Monday night on television?;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Este es el anuncio de la Lotería de Navidad 2017 (extraterrestre incluida);http://www.lavanguardia.com/television/20171113/432863006621/anuncio-loteria-navidad-2017-gordo-danielle-extraterrestre-amenabar.html;;This is the announcement of the Christmas Lottery 2017 (extraterrestrial included);0,0;0,0;[0, 0];[1, 100];[1, 100];[0, 0];[0, 0];[1, 100];[1, 76];[2, 142];[3, 235]
LV;“Al padre de la economía moderna le cocinaba su mamá”;http://www.lavanguardia.com/lacontra/20171113/432855645250/al-padre-de-la-economia-moderna-le-cocinaba-su-mama.html;;"""The father of the modern economy cooked his mom""";0,2;0,3;[0, 0];[0, 0];[0, 0];[0, 0];[1, 100];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Un urbanista para reconstruir empresas;https://www.observatorio-empresas.vodafone.es/articulos/transformacion-digital-urbanismo-paul-beswick/;;An urban planner to rebuild companies;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Alicia Vikander, entre las 600 actrices suecas que denuncian abusos sexuales;http://www.lavanguardia.com/gente/20171113/432865413812/alicia-vikander-600-actrices-suecas-denuncian-abusos-sexuales.html;;Alicia Vikander, among the 600 Swedish actresses who denounce sexual abuse;0,5;0,8333;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;El mejor cocinero joven de España vuelve a ser David Andrés;http://www.lavanguardia.com/comer/al-dia/20171113/432865484729/el-mejor-cocinero-joven-de-espana-vuelve-a-ser-david-andres.html;;The best young chef in Spain is David Andrés;0,55;0,35;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[1, 67];[2, 140]
LV;Los chicos mejoran sus resultados escolares si tienen muchas chicas en sus clases;http://www.lavanguardia.com/cultura/20171113/432862721513/chicos-chicas-adolescentes-notas-clase-escuela.html;;Boys improve their school results if they have many girls in their classes;0,5;0,5;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Descubierto un castillo de hace 3.000 años en el lago turco de Van;http://www.lavanguardia.com/cultura/20171113/432866315113/lago-van-castillo-turquia-arqueologos.html;;Discovered a 3,000 year old castle on the Turkish lake of Van;0,1;0,2;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;El palacio de Asdrúbal el Bello en plena Cartagena;http://www.lavanguardia.com/historiayvida/el-palacio-de-asdrubal-en-cartagena_11825_102.html;;The palace of Asdrúbal el Bello in the heart of Cartagena;0,0;0,0;[0, 0];[0, 0];[0, 0];[1, 61];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Encallados, no hundidos (todavía);http://www.lavanguardia.com/opinion/20171113/432855356649/encallados-no-hundidos-todavia.html;;Stranded, not sunk (yet);0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Colau y el PSC rompen en Barcelona;http://www.lavanguardia.com/opinion/20171113/432855439605/colau-y-el-psc-rompen-en-barcelona.html;;Colau and the PSC break in Barcelona;0,0;0,0;[0, 0];[1, 67];[2, 72];[0, 0];[4, 66];[0, 0];[0, 0];[4, 255];[0, 0]
LV;La peligrosa mochila de Ayllón;http://www.lavanguardia.com/opinion/20171113/432855356004/la-peligrosa-mochila-de-ayllon.html;;Ayllón's dangerous backpack;-0,6;0,9;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Rehacer el “nosotros”;http://www.lavanguardia.com/politica/20171113/432855409136/rehacer-el-nosotros.html;;"Redo the ""we""";0,0;0,0;[0, 0];[0, 0];[2, 66];[1, 71];[2, 67];[1, 71];[0, 0];[0, 0];[2, 142]
LV;Como distinguir a un ‘botifler’;http://www.lavanguardia.com/opinion/20171113/432855438942/como-distinguir-a-un-botifler.html;;How to distinguish a 'botifler';0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Casarse con uno mismo;http://www.lavanguardia.com/opinion/20171113/432855448390/casarse-con-uno-mismo.html;;Marry yourself;0,0;0,0;[0, 0];[0, 0];[0, 0];[1, 73];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Concordia y libertad;http://www.lavanguardia.com/opinion/20171113/432855454219/concordia-y-libertad.html;;Concordia and freedom;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[1, 67];[0, 0];[0, 0];[0, 0];[0, 0]
LV;El día de la librería Sagitari;http://www.lavanguardia.com/opinion/20171113/432855454999/el-dia-de-la-libreria-sagitari.html;;The day of the Sagitari bookstore;0,0;0,0;[0, 0];[1, 69];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Un año sin diacríticos;http://www.lavanguardia.com/vida/20171113/432855479008/un-ano-sin-diacriticos.html;;A year without diacritics;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;La niña que ya podía cantar;http://www.lavanguardia.com/vida/20171113/432855481366/la-nina-que-ya-podia-cantar.html;;The girl who could already sing;0,0;0,0;[0, 0];[1, 62];[1, 65];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Aires de Cuba;http://www.lavanguardia.com/cultura/20171113/432855520919/aires-de-cuba.html;;Aires of Cuba;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;El secreto de Rufea;http://www.lavanguardia.com/deportes/20171113/432855541429/el-secreto-de-rufea.html;;The secret of Rufea;-0,4;0,7;[0, 0];[0, 0];[0, 0];[1, 63];[0, 0];[0, 0];[1, 61];[0, 0];[0, 0]
LV;El bebé enseña carácter;http://www.lavanguardia.com/deportes/20171113/432855549387/el-bebe-ensena-caracter.html;;The baby teaches character;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Los empresarios confían en un 2018 decisivo para el corredor mediterráneo;http://www.lavanguardia.com/economia/20171113/432869881935/empresarios-valencianos-corredor-mediterraneo.html;;Entrepreneurs rely on a decisive 2018 for the Mediterranean corridor;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Catalunya se queda sin poder;http://www.lavanguardia.com/economia/20171113/432862627475/ekonomia-cataluna-bancos-finanzas.html;;Catalonia is left without power;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[1, 67];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Colonial ofrece 1.000 millones en la opa para llegar al 100% en Axiare;http://www.lavanguardia.com/economia/20171113/432860666259/suspendida-cotizacion-colonial-axiare.html;;Colonial offers 1,000 million in the OPA to reach 100% in Axiare;0,1;0,0;[0, 0];[0, 0];[0, 0];[1, 75];[0, 0];[1, 75];[0, 0];[0, 0];[0, 0]
LV;Qué servicios tecnológicos y software debes contratar durante el ‘Black Friday’;http://www.lavanguardia.com/tecnologia/20171113/432861959035/black-friday-2017-servicios-tecnologicos-software.html;;What technological services and software should you hire during 'Black Friday';-0,1667;0,4333;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;El Ibex 35, a un paso de perder los 10.000 puntos;http://www.lavanguardia.com/economia/20171113/432861536441/ibex-35-bolsa-colonial.html;;The Ibex 35, one step away from losing 10,000 points;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Frenazo en la compraventa de viviendas en Catalunya;http://www.lavanguardia.com/economia/20171113/432862967775/compraventa-vivienda-septiembre.html;;Slowdown in the buying and selling of homes in Catalonia;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[2, 63];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Gobierno y Ayuntamiento  confían en retener el MWC al menos hasta 2023;http://www.lavanguardia.com/economia/20171113/432863820881/mobile-world-congress-barcelona-contrato.html;;Government and City Council hope to retain the MWC at least until 2023;-0,3;0,4;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;El aeropuerto de Barcelona creció tras el 1-O al menor ritmo en más de dos años;http://www.lavanguardia.com/economia/20171113/432863155373/barcelona-el-prat-octubre-aeropuerto.html;;Barcelona airport grew after 1-O at the lowest rate in more than two years;0,5;0,5;[0, 0];[0, 0];[0, 0];[0, 0];[1, 65];[0, 0];[0, 0];[0, 0];[1, 61]
LV;Jordi Alba recupera el vuelo;http://www.lavanguardia.com/deportes/futbol/20171113/432864839282/jordi-alba-seleccion-espanola-costa-rica.html;;Jordi Alba recovers the flight;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;El calvario de lesiones de Bale le alejan del Madrid;http://www.lavanguardia.com/deportes/futbol/20171113/432862578185/gareth-bale-lesiones-real-madrid.html;;The Calvary of injuries of Bale moves him away from Madrid;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;La recepción más increíble del año;http://www.lavanguardia.com/deportes/otros-deportes/20171113/432863124682/maurice-harris-nfl-vikings.html;;The most incredible reception of the year;0,7;0,7;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[2, 135]
LV;Nadal sugiere subir la altura de la red para evitar un juego tan rápido;http://www.lavanguardia.com/deportes/tenis/20171113/432868565460/rafa-nadal-copa-de-maestros-kyrgios.html;;Nadal suggests raising the height of the network to avoid a game so fast;-0,1;0,5;[0, 0];[1, 68];[0, 0];[0, 0];[1, 62];[0, 0];[1, 85];[0, 0];[0, 0]
LV;Alonso, contra Honda: “El déficit en la potencia fue increíblemente increíble”;http://www.lavanguardia.com/deportes/formula-1/20171113/432862393207/fernando-alonso-honda-increible.html;;"Alonso, against Honda: ""The deficit in the power was incredibly incredible""";0,9;0,9;[0, 0];[0, 0];[0, 0];[2, 70];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Los Mossos investigan la muerte de dos personas en Badia del Vallès;http://www.lavanguardia.com/sucesos/20171113/432865301669/investigan-muerte-pareja-badia-del-valles.html;;The Mossos investigate the death of two people in Badia del Vallès;0,0;0,0;[0, 0];[0, 0];[1, 70];[1, 94];[1, 100];[1, 92];[1, 65];[0, 0];[0, 0]
LV;Una plaga de ratas se cuela en una clase de niños de apenas tres años;http://www.lavanguardia.com/local/sevilla/20171113/432864414964/plaga-ratas-colegio-sevilla.html;;A plague of rats sneaks into a class of children as young as three years;0,1;0,4;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[1, 71];[0, 0]
LV;La ruptura del pacto en Barcelona ya ‘salpica’ a Carmena;http://www.lavanguardia.com/local/madrid/20171113/432861992953/ruptura-acuerdo-barcelonas-salpica-ayuntamiento-madrid.html;;The break of the pact in Barcelona already 'splashes' Carmena;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[1, 65];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Oltra no ve posible que la ruptura del pacto en Barcelona se imite también en Valencia;http://www.lavanguardia.com/local/valencia/20171113/432868818454/oltra-ruptura-pacto-barcelona.html;;Oltra sees no possibility that the break of the pact in Barcelona is also imitated in Valencia;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[1, 65];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Madrid acata las “recomendaciones” de Hacienda pero prepara una respuesta judicial;http://www.lavanguardia.com/local/madrid/20171113/432867665902/madrid-acata-recomendaciones-demandar-hacienda.html;;"Madrid follows the ""recommendations"" of the Treasury but prepares a judicial response";0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Ofensiva final para traer a Barcelona la Agencia del Medicamento;http://www.lavanguardia.com/local/barcelona/20171113/432855688656/ofensiva-final-barcelona-agencia-europea.html;;Final offensive to bring the Medication Agency to Barcelona;0,0;1,0;[0, 0];[0, 0];[0, 0];[0, 0];[1, 65];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Isil i Alòs plantan cara a un hotel de lujo en medio del parque natural;http://www.lavanguardia.com/local/lleida/20171113/432868827240/isil-i-alos-hotel-lujo-pirineo.html;;Isil i Alòs stands up to a luxury hotel in the middle of the natural park;0,05;0,2;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Un nuevo “paraíso” de la bicicleta empieza a rodar;http://www.lavanguardia.com/local/barcelona/20171113/432765449823/barcelona-bicihub-paraiso-bicicleta-inauguracion.html;;"A new ""paradise"" of the bicycle begins to roll";0,1364;0,4545;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Las misteriosas palomas mutiladas de Calafell;http://www.lavanguardia.com/local/tarragona/20171113/432867524910/misterio-palomas-mutiladas-calafell.html;;The mysterious mutilated doves of Calafell;0,0;1,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;A prisión por cobrar 16 años la jubilación de un fallecido: 108.000 euros en total;http://www.lavanguardia.com/local/sevilla/20171113/432862585245/prision-cobrar-jubilacion-fallecido-estafa.html;;To prison for collecting 16 years the retirement of a deceased: 108,000 euros in total;0,0;0,75;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[1, 71];[0, 0]
LV;Los lujos del hospital en donde dio a luz Georgina Rodríguez;http://www.lavanguardia.com/gente/20171113/432862688951/cristiano-ronaldo-georgina-rodriguez-hospital-parto-lujos-suite.html;;The luxuries of the hospital where Georgina Rodríguez gave birth;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Andrea reaparece por sorpresa junto a Belén Esteban;http://www.lavanguardia.com/gente/20171113/432868911666/belen-esteban-andreita-cumpleanos.html;;Andrea reappears by surprise next to Belén Esteban;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Encuentran muerto al cuñado de Gareth Bale;http://www.lavanguardia.com/gente/20171113/432865037957/encuentran-muerto-cunado-gareth-bale.html;;They find the dead brother of Gareth Bale;-0,2;0,4;[0, 0];[1, 86];[1, 69];[0, 0];[0, 0];[0, 0];[0, 0];[1, 100];[0, 0]
LV;Núria Roca habla por vez primera sobre su despido: “No era de la cuerda”;http://www.lavanguardia.com/television/20171113/432866516950/nuria-roca-despido-tv3-entrevista-independencia-cuerda.html;;"Núria Roca speaks for the first time about her dismissal: ""It was not from the rope""";0,25;0,3333;[0, 0];[0, 0];[0, 0];[0, 0];[1, 62];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Doña Letizia incorpora a su vestidor un nuevo básico: la chaqueta fantasía;https://www.hola.com/moda/actualidad/20171113101896/reina-letizia-chaqueta-cuadros-look-mexico/?utm_source=lavanguardia&utm_medium=referral;;Doña Letizia incorporates a new basic into her dressing room: the fantasy jacket;0,0682;0,2898;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Buena mañana para los Piscis;http://horoscopo.lavanguardia.com/prediccion.php?signo=piscis;;Good morning for the Pisces;0,7;0,6;[0, 0];[1, 63];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
EP;La lista de Puigdemont se llamará Junts per Catalunya;http://www.elperiodico.com/es//es/politica/20171113/erc-dice-que-govern-no-estaba-preparado-para-republica-con-violencia-del-estado-6420493;"0
				Comentarios";The list of Puigdemont will be called Junts per Catalunya;0,0;0,0;[1, 93];[0, 0];[1, 93];[2, 66];[1, 62];[1, 63];[1, 90];[1, 97];[1, 63]
EP;El independentismo gobierna con el PSC en 60 municipios;http://www.elperiodico.com/es//es/politica/20171113/pactos-municipales-psc-erc-pdecat-6420852;"0
				Comentarios";The independentismo governs with the PSC in 60 municipalities;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[1, 62]
EP;"El PP celebra que Colau se haya quitado ""la careta""";http://www.elperiodico.com/es//es/politica/20171113/cataluna-catalunya-elecciones-puigdemont-ultimas-noticias-directo-6419896;"0
				Comentarios";"The PP celebrates that Colau has removed ""the mask""";0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
EP;"Puigdemont: ""Otra solución a la independencia es posible""";http://www.elperiodico.com/es//es/politica/20171113/puigdemont-le-soir-otra-solucion-independencia-posible-6419844;"0
				Comentarios";"Puigdemont: ""Another solution to independence is possible""";0,0;1,0;[1, 89];[0, 0];[1, 92];[3, 97];[1, 89];[0, 0];[1, 64];[2, 155];[2, 154]
