news_id;news_title;news_link;news_subtit;news_title_en;polarity;subjectivity;LV;EP;20M;PAV;ARA;PA;EM;LR;ABC
LV;Trump llama “bajo y gordo” a Kim Jong-un por haberle llamado “viejo”;http://www.lavanguardia.com/internacional/20171112/432830610463/trump-bajo-gordo-kim-jong-un-polemica.html;;"Trump calls Kim Jong-un ""short and fat"" for calling him ""old""";0,05;0,25;[0, 0];[0, 0];[1, 81];[0, 0];[0, 0];[0, 0];[1, 89];[0, 0];[1, 67]
LV;Cuarenta diputados ‘tories’, dispuestos a firmar una carta de censura a May;http://www.lavanguardia.com/internacional/20171112/432832500018/diputados-tories-carta-censura-may.html;;Forty deputies 'Tories', willing to sign a letter of censure to May;0,25;0,75;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Desconcierto en Líbano tras una semana con el primer ministro ‘desaparecido’;http://www.lavanguardia.com/internacional/20171111/432811301322/desconcierto-libano-una-semana-despues-de-renuncia-primer-ministro.html;;Disconcert in Lebanon after a week with the prime minister 'disappeared';0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Nueva York en el diván;http://www.lavanguardia.com/internacional/20171112/432818928478/nueva-york-desigualdad-social-personas-sin-hogar-economia.html;;New York on the couch;0,1364;0,4545;[0, 0];[1, 65];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;La ultraderecha alemana se reorganiza, entre escindidos y nuevos aliados;http://www.lavanguardia.com/internacional/20171112/432841305250/ultraderecha-alemana-se-reorganiza-entre-escindidos-y-nuevos-aliados.html;;The German extreme right is reorganized, between splinters and new allies;0,0743;0,4976;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Un oleoducto explota y levanta una enorme columna de fuego en Baréin;http://www.lavanguardia.com/internacional/20171112/432833656325/oleoducto-explota-barein.html;;An oil pipeline explodes and raises a huge column of fire in Bahrain;0,4;0,9;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;El ‘bebé más prematuro del mundo’ cumple tres años sin problemas graves;http://www.lavanguardia.com/vida/20171112/432845520443/bebe-prematuro-21-semanas-cumpleanos.html;;The 'most premature baby in the world' turns three years without serious problems;0,0833;0,5833;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;La ruta del bakalao pasa a peor vida;http://www.lavanguardia.com/vida/20171112/432819259869/la-ruta-del-bakalao-pasa-a-peor-vida.html;;The Bakalao route goes to a worse life;-0,4;0,6;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;El pulso cultural de Barcelona: ¿un trasatlántico que se ha ido a pique?;http://www.lavanguardia.com/cultura/20171112/432819308015/cultura-ciudad-barcelona.html;;The cultural pulse of Barcelona: a transatlantic that has gone under?;0,1;0,1;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[1, 64];[0, 0];[0, 0];[0, 0]
LV;Black Friday: ¿Cuándo es y de dónde viene?;http://www.lavanguardia.com/economia/20171112/432768465869/cuando-es-black-friday.html;;Black Friday: When is it and where does it come from?;-0,1667;0,4333;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[1, 72];[0, 0];[0, 0];[0, 0]
LV;Paz Padilla, rota de dolor en su último adiós a Chiquito de la Calzada;http://www.lavanguardia.com/gente/20171112/432834303798/paz-padilla-rota-dolor-adios-chiquito-de-la-calzada.html;;Paz Padilla, broken of pain in his last goodbye to Chiquito de la Calzada;-0,2;0,2333;[0, 0];[1, 100];[4, 86];[0, 0];[1, 71];[1, 75];[0, 0];[2, 143];[0, 0]
LV;Mi sartén es peligrosa, y otros utensilios domésticos que deberíamos vigilar;http://www.lavanguardia.com/natural/20171112/432790803807/sarten-peligros-salud-humana-contaminantes-hogar-perfluorados.html;;My pan is dangerous, and other household utensils that we should watch;-0,3625;0,6375;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;El colmo llegó con el anuncio que afirma que un gol es como un orgasmo;http://www.lavanguardia.com/cultura/20171112/432769767851/el-colmo-llego-con-el-anuncio-que-afirma-que-un-gol-es-como-un-orgasmo.html;;The height came with the announcement that says a goal is like an orgasm;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;La indignante nota que unos médicos encontraron en una ambulancia tras una urgencia;http://www.lavanguardia.com/vida/20171111/432807913241/indignante-nota-ambulancia-urgencia.html;;The outrageous note that doctors found in an ambulance after an emergency;-1,0;1,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Un urbanista para reconstruir empresas;https://www.observatorio-empresas.vodafone.es/articulos/transformacion-digital-urbanismo-paul-beswick/;;An urban planner to rebuild companies;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Nueve claves para identificar el momento de cambiar de trabajo;http://www.lavanguardia.com/vivo/psicologia/20171112/432699703416/claves-para-saber-cual-es-el-mejor-momento-para-cambiar-de-trabajo.html;;Nine keys to identify when to change jobs;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Indignación en Vitoria por una protesta de la Urbana que consiste en multar más;http://www.lavanguardia.com/vida/20171112/432819242717/policia-vitoria-protesta-poniendo-mas-multas-provoca-indignacion.html;;Outrage in Vitoria for a protest by the Urbana that consists of fine more;0,4583;0,5;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;¿Puedes quedarte embarazada si tienes la regla?;http://www.lavanguardia.com/vivo/salud/20171112/432745974972/mito-realidad-regla-embarazo.html;;Can you get pregnant if you have the period?;0,3333;0,5;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Multan a unas monjas con 170.000 euros por restaurar un órgano sin permiso;http://www.lavanguardia.com/vida/20171112/432834304030/multan-monjas-restaurar-organo-sevilla.html;;Fine nuns are fined 170,000 euros for restoring an organ without permission;0,4167;0,5;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[1, 78];[0, 0];[0, 0]
LV;Perdido por la interminable Trans America Trail;http://www.lavanguardia.com/ocio/viajes/20171112/432700527813/vuelta-al-mundo-moto-charly-sinewan.html;;Lost by the endless Trans America Trail;-0,125;0,75;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;De Bilbao a Barcelona;http://www.lavanguardia.com/opinion/20171112/432818825675/de-bilbao-a-barcelona.html;;From Bilbao to Barcelona;0,0;0,0;[0, 0];[1, 67];[0, 0];[1, 67];[3, 74];[1, 64];[0, 0];[0, 0];[1, 67]
LV;Reparar, reconstruir;http://www.lavanguardia.com/opinion/20171112/432819145646/reparar-reconstruir.html;;Repair, rebuild;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Tiempos mejores en el PSOE;http://www.lavanguardia.com/opinion/20171112/432818826402/tiempos-mejores-en-el-psoe.html;;Better times in the PSOE;0,5;0,5;[0, 0];[0, 0];[0, 0];[0, 0];[2, 63];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Cura metropolitana de urgencia;http://www.lavanguardia.com/cultura/20171112/432819327810/cura-metropolitana-de-urgencia.html;;Metropolitan emergency treatment;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;¿Acaso las rubias no van al cielo?;http://www.lavanguardia.com/opinion/20171112/432819138243/acaso-las-rubias-no-van-al-cielo.html;;Do not blondes go to heaven?;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Reclamos del independentismo;http://www.lavanguardia.com/opinion/20171112/432819157025/reclamos-del-independentismo.html;;Claims of the independence movement;0,0;0,0;[0, 0];[1, 62];[0, 0];[0, 0];[1, 63];[0, 0];[0, 0];[1, 63];[1, 83]
LV;Empatía;http://www.lavanguardia.com/opinion/20171112/432819159163/empatia.html;;Empathy;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Temblores;http://www.lavanguardia.com/opinion/20171112/432819162122/temblores.html;;Tremors;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;El carnet de conducir;http://www.lavanguardia.com/opinion/20171112/432819196979/el-carnet-de-conducir.html;;The driving license;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Es evidente... que no es evidente;http://www.lavanguardia.com/opinion/20171112/432819201138/es-evidente-que-no-es-evidente.html;;It's obvious ... that it's not obvious;0,0;0,5;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[2, 72];[0, 0];[0, 0];[0, 0]
LV;Barcelona, en declive;http://www.lavanguardia.com/opinion/20171112/432819201960/barcelona-en-declive.html;;Barcelona, ??in decline;0,0;0,0;[0, 0];[2, 68];[1, 62];[2, 75];[4, 65];[2, 81];[2, 68];[1, 75];[2, 137]
LV;Descubriendo;http://www.lavanguardia.com/economia/20171112/432819518915/descubriendo.html;;Discovering;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Tap, tap, tap;http://www.lavanguardia.com/deportes/20171112/432819435382/tap-tap-tap.html;;Tap, tap, tap;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Auto de defunción;http://www.lavanguardia.com/opinion/20171112/432819208661/auto-de-defuncion.html;;Death car;0,0;0,0;[0, 0];[0, 0];[2, 71];[0, 0];[0, 0];[0, 0];[0, 0];[1, 71];[0, 0]
LV;Digamos basta;http://www.lavanguardia.com/opinion/20171112/432819210445/digamos-basta.html;;Let's say enough;0,0;0,5;[0, 0];[0, 0];[0, 0];[0, 0];[1, 62];[0, 0];[0, 0];[0, 0];[1, 65]
LV;Del pacto fiscal al cambio de sede;http://www.lavanguardia.com/economia/20171112/432819541848/del-pacto-fiscal-al-cambio-de-sede.html;;From the fiscal pact to the change of venue;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[1, 78];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Arlecchino se jubila;http://www.lavanguardia.com/local/barcelona/20171112/432819700594/arlecchino-se-jubila.html;;Arlecchino retires;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Estados Unidos enfila su octavo año de expansión con pleno empleo;http://www.lavanguardia.com/economia/20171112/432819510190/estados-unidos-enfila-octavo-ano-expansion.html;;United States enters its eighth year of expansion with full employment;0,35;0,55;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;La rotura de Trump del TLC con México podría ser un bumerán para EE.UU.;http://www.lavanguardia.com/economia/20171111/432815623386/tratado-libre-comercio-mexico-eeuu.html;;Trump's break with the FTA with Mexico could be a boomerang for the United States.;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;¿Quién es el hombre más rico de Catalunya?;http://www.lavanguardia.com/local/terrassa/20171111/432761999979/hombre-mas-rico-catalunya-terassa-manuel-lao.html;;Who is the richest man in Catalonia?;0,0;0,0;[0, 0];[1, 63];[1, 70];[2, 70];[0, 0];[0, 0];[1, 63];[1, 63];[0, 0]
LV;La versión Cross del primer pick-up de Fiat es el aliado perfecto para combinar trabajo y ocio;http://www.lavanguardia.com/motor/actualidad/20171112/432833528918/fiat-fullback-cross.html;;The Cross version of the first Fiat pick-up is the perfect ally to combine work and leisure;0,4167;0,4444;[0, 0];[0, 0];[0, 0];[1, 67];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Alibaba rompe su récord de ventas en el Día del Soltero;http://www.lavanguardia.com/economia/20171111/432794940156/alibaba-ventas-dia-del-soltero.html;;Alibaba breaks its sales record on the Day of the Bachelor;0,0;0,0;[0, 0];[0, 0];[1, 95];[0, 0];[1, 61];[0, 0];[1, 81];[0, 0];[0, 0]
LV;Directo: Real Madrid - Barcelona;http://www.lavanguardia.com/deportes/baloncesto/20171112/432844576002/real-madrid-barcelona-lassa-liga-endesa-en-directo.html;;Direct: Real Madrid - Barcelona;0,15;0,35;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[1, 64];[1, 86];[0, 0];[0, 0]
LV;La celebración del título de Marc Márquez, en imágenes;http://www.lavanguardia.com/deportes/motociclismo/20171112/432843429969/marc-marquez-motogp-campeon-imagenes.html;;The celebration of the title of Marc Márquez, in images;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[1, 65]
LV;Marc Márquez, por el artículo 93;http://www.lavanguardia.com/deportes/motociclismo/20171112/432835799684/marc-marquez-campeon-motogp.html;;Marc Márquez, for article 93;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Jorge Martín sonríe en la despedida de la temporada;http://www.lavanguardia.com/deportes/motociclismo/20171112/432831891670/jorge-martin-moto3-joan-mir.html;;Jorge Martín smiles in the farewell of the season;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Isco no viaja a Rusia y es duda para el derbi madrileño;http://www.lavanguardia.com/deportes/futbol/20171112/432832940574/isco-espana-real-madrid-atletico.html;;Isco does not travel to Russia and is doubt for the Madrid derby;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[1, 67];[1, 72];[0, 0];[0, 0]
LV;Debut placentero de Federer en el Masters;http://www.lavanguardia.com/deportes/tenis/20171112/432844604201/federer-masters-sock.html;;Federer's pleasant debut at the Masters;0,7333;0,9667;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[1, 66];[0, 0];[0, 0];[1, 72]
LV;Nadal - Federer: la última bola;http://www.lavanguardia.com/deportes/tenis/20171112/432807998814/rafa-nadal-roger-federer-copa-maestros.html;;Nadal - Federer: the last ball;0,0;0,0667;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;El nacimiento del Masters;http://www.lavanguardia.com/deportes/tenis/20171112/432741819658/copa-maestros-historia.html;;The birth of the Masters;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[3, 64];[1, 71];[0, 0];[0, 0];[1, 62]
LV;Mbappé entiende las lágrimas de Neymar;http://www.lavanguardia.com/deportes/futbol/20171112/432836817017/mbappe-neymar-lagrimas-psg.html;;Mbappé understands the tears of Neymar;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;La ampliación del puerto topa con el recelo del Ayuntamiento;http://www.lavanguardia.com/local/barcelona/20171112/432819584991/ampliacion-puerto-barcelona-provoca-enfrentamientos-ayuntamiento-autoritat-portuaria.html;;The expansion of the port meets the suspicion of the City Council;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Detenido en Barcelona un preso fugado que asaltaba comercios con violencia;http://www.lavanguardia.com/sucesos/20171112/432831372399/detenido-barcelona-preso-fugado-robo.html;;An escaped prisoner arrested in Barcelona assaulted shops with violence;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[1, 77];[0, 0];[1, 62];[0, 0]
LV;Barcelona se tiñe de rosa frente al cáncer de mama;http://www.lavanguardia.com/vida/20171112/432834751339/carrera-mujer-cancer-mama-rosa.html;;Barcelona is dyed pink against breast cancer;-0,1;0,3;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[1, 64];[0, 0];[0, 0];[0, 0]
LV;El templario de Santa Llúcia;http://www.lavanguardia.com/local/barcelona/20171112/432741774588/templario-santa-llucia-barcelona-secreta.html;;The Templar of Santa Llúcia;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;ExpoClick Amposta retira una maqueta que representaba una manifestación por los soberanistas presos;http://www.lavanguardia.com/politica/20171112/432836257307/expoclick-amposta-retira-maqueta-manifestacion-soberanistas-presos-polemica.html;;ExpoClick Amposta withdraws a model that represented a demonstration by the imprisoned sovereigners;0,0;0,0;[0, 0];[1, 63];[1, 64];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Detenido un hombre en Utrera por matar a su exmujer y tirar su cadáver al Sena en 1995;http://www.lavanguardia.com/sucesos/20171112/432835565428/detenido-utrera-matar-exmujer-sena-1995.html;;A man was arrested in Utrera for killing his ex-wife and throwing his body to the Seine in 1995;0,0;0,0;[0, 0];[1, 96];[2, 70];[0, 0];[0, 0];[0, 0];[1, 97];[0, 0];[0, 0]
LV;Badalona abrirá a usos culturales la fábrica donde debía instalarse el Museo del Cómic;http://www.lavanguardia.com/local/barcelones-nord/20171112/432762353148/badalona-fabrica-museo-comic-adecuacion-bajos.html;;Badalona will open to cultural uses the factory where the Comic Museum was to be installed;0,1167;0,3667;[0, 0];[1, 70];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[1, 80]
LV;Georgina Rodríguez, ingresada para dar a luz a su hija con Cristiano Ronaldo;http://www.lavanguardia.com/gente/20171112/432836340440/georgina-rodriguez-ingresada-parto-cristiano-ronaldo.html;;Georgina Rodríguez, admitted to give birth to her daughter with Cristiano Ronaldo;0,0;0,0;[0, 0];[0, 0];[1, 82];[0, 0];[0, 0];[1, 79];[0, 0];[0, 0];[1, 90]
LV;Último adiós a Chiquito: “¡Hasta luego, Lucas!”;http://www.lavanguardia.com/gente/20171112/432804590017/chiquito-de-la-calzada-ultimo-dios-memoria-opinion.html;;"Last goodbye to Chiquito: ""See you later, Lucas!""";0,0;0,0333;[0, 0];[1, 73];[3, 81];[0, 0];[0, 0];[1, 67];[0, 0];[1, 80];[0, 0]
LV;“El Cordobés” niega haber evadido dinero y anuncia querellas;http://www.lavanguardia.com/gente/20171112/432836953827/el-cordobes-evadido-dinero-papeles-paraiso.html;;"""El Cordobés"" denies having evaded money and announces complaints";0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Del insulto a la pelea: las variadas expulsiones de concursantes de GH;http://www.lavanguardia.com/television/20171112/432740246660/gh-expulsiones-concursantes.html;;From the insult to the fight: the various expulsions of GH contestants;0,0;0,5;[0, 0];[0, 0];[0, 0];[0, 0];[1, 78];[0, 0];[0, 0];[0, 0];[0, 0]
LV;Los 10 looks más destacados de la semana;https://www.hola.com/moda/20171111101790/mejores-looks-semana-kate-bosworth-alexa-chung/?utm_source=lavanguardia&utm_medium=referral;;Top 10 looks of the week;0,5;0,5;[0, 0];[1, 64];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[1, 63];[0, 0]
LV;Buena mañana para los Piscis;http://horoscopo.lavanguardia.com/prediccion.php?signo=piscis;;Good morning for the Pisces;0,7;0,6;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
EP;La CUP liderará una candidatura el 21-D;http://www.elperiodico.com/es//es/politica/20171112/cup-liderara-candidatura-rupturista-izquierdas-elecciones-6418981;"0
				Comentarios";The CUP will lead a candidacy on 21-D;0,0;0,0;[1, 79];[0, 0];[2, 72];[0, 0];[1, 61];[0, 0];[1, 63];[1, 63];[0, 0]
EP;Procés Constituent ofrece a Fachin y a la CUP ir juntos el 21-D;http://www.elperiodico.com/es//es/politica/20171112/cataluna-catalunya-puigdemont-ultimas-noticias-directo-6402244;"0
				Comentarios";Procés Constituent offers Fachin and the CUP to go together on 21-D;0,1;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
EP;Los 'comuns' de Colau rompen el pacto con el PSC;http://www.elperiodico.com/es//es/politica/20171112/comuns-colau-deciden-romper-pacto-psc-barcelona-6416286;"0
				Comentarios";The 'comuns' of Colau break the pact with the PSC;0,0;0,0;[1, 80];[0, 0];[2, 72];[2, 70];[0, 0];[1, 80];[1, 63];[1, 68];[1, 76]
EP;"El PDECat perfila una ""lista del 'president"" transversal";http://www.elperiodico.com/es//es/politica/20171112/pdecat-puigdemont-perfila-lista-president-transversal-6418974;"0
				Comentarios";"The PDECat outlines a ""list of the 'president"" transversal";0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0]
EP;"Rajoy pide a ""la mayoría silenciosa y silenciada"" que se haga oír el 21-D";http://www.elperiodico.com/es//es/politica/20171112/mariano-rajoy-recuperar-cataluya-estragos-separatista-6418514;"0
				Comentarios";"Rajoy asks ""the silent and silenced majority"" to be heard on 21-D";0,0;0,1;[1, 83];[0, 0];[0, 0];[0, 0];[0, 0];[0, 0];[1, 75];[1, 69];[2, 141]
EP;Santi Vila tira la toalla;http://www.elperiodico.com/es//es/politica/20171112/santi-vila-pdecat-renuncia-candidato-elecciones-21d-6418428;"0
				Comentarios";Santi Vila throws in the towel;0,0;0,0;[0, 0];[0, 0];[0, 0];[0, 0];[1, 64];[0, 0];[0, 0];[0, 0];[0, 0]
EP;"Ponsatí: ""No estábamos preparados para dar continuidad"" al 1-O";http://www.elperiodico.com/es//es/politica/20171112/ponsati-consellera-bruselas-preparados-1o-6418414;"0
				Comentarios";"Ponsatí: ""We were not prepared to give continuity"" to 1-O";0,0;0,0;[1, 61];[0, 0];[0, 0];[0, 0];[1, 92];[0, 0];[0, 0];[0, 0];[0, 0]
