;news_id;news_title;news_link;news_subtit;news_title_en;polarity;subjectivity;LV;EP;20M;PAV;ARA;PA;EM;LR;ABC
10;LV;El Gobierno decreta no lectivo el 21-D para facilitar que se vote;http://www.lavanguardia.com/politica/20171108/432718461408/21d-no-lectivo-catalunya-fiesta-escolar-facilitar-votacion.html;;The Government decrees a non-teaching on 21-D to facilitate voting;0.0;0.0;[0, 0, 0];[0, 0, 0];[1, 84, 84];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
11;LV;Espadaler irá de número 3 de la lista del PSC liderada por Iceta;http://www.lavanguardia.com/politica/20171108/432717102955/ramon-espadaler-psc-lista-numero-tres-miquel-iceta.html;;Espadaler will be number 3 on the PSC list led by Iceta;0.0;0.0;[0, 0, 0];[1, 84, 84];[0, 0, 0];[0, 0, 0];[1, 83, 83];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
12;LV;¿A quién le preocupa más la independencia de Catalunya?;http://www.lavanguardia.com/politica/20171108/432714495391/cis-indepdendencia-cataluna-preocupados.html;;Who cares more about the independence of Catalonia?;0.5;0.5;[0, 0, 0];[0, 0, 0];[1, 62, 62];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
13;LV;Ignacio González abandona la cárcel de Soto del Real tras pagar los 400.000 euros de fianza;http://www.lavanguardia.com/politica/20171108/432716922956/ignacio-gonzalez-400000-euros-fianza-carcel.html;;Ignacio González leaves the prison of Soto del Real after paying the 400,000 euros of bail;0.2;0.3;[0, 0, 0];[1, 96, 96];[1, 82, 82];[0, 0, 0];[1, 86, 86];[1, 92, 92];[1, 100, 100];[1, 100, 0];[3, 275, 0]
14;LV;Los médicos salvan la vida a un niño de siete años tras cambiarle el 80% de la piel;http://www.lavanguardia.com/ciencia/20171108/432725637720/cambio-piel-nino-celulas-madre-terapia-genica.html;;Doctors save the life of a seven-year-old boy after changing 80% of the skin;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
15;LV;Guardia de honor, música y niños, China recibe a Trump con gran pompa;http://www.lavanguardia.com/internacional/20171108/432725584834/donald-trump-china.html;;Guard of honor, music and children, China receives Trump with great pomp;0.8;0.75;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 67, 67];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
16;LV;Facebook e Instagram, con problemas en varias partes del mundo;http://www.lavanguardia.com/tecnologia/20171108/432726405435/facebook-instagra-fallo-caida-espana-italia-facebookdown-instagramdown.html;;Facebook and Instagram, with problems in various parts of the world;0.0;0.5;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 67, 67];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 66, 0]
17;LV;Dos muertos y dos heridos en un tiroteo en plena calle en Cartagena;http://www.lavanguardia.com/sucesos/20171108/432724324034/muertos-tiroteo-cartagena.html;;Two dead and two wounded in a shooting in the middle of the street in Cartagena;-0.1;0.2;[0, 0, 0];[0, 0, 0];[1, 100, 100];[1, 67, 67];[0, 0, 0];[0, 0, 0];[1, 100, 100];[0, 0, 0];[0, 0, 0]
18;LV;Dispara a su expareja cuando recogía a su hijo del colegio y se suicida;http://www.lavanguardia.com/sucesos/20171108/432725804418/dispara-expareja-colegio-elda.html;;Shoot his ex-partner when he picked up his son from school and commits suicide;0.0;0.0;[0, 0, 0];[1, 75, 75];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 74, 74];[1, 81, 81];[0, 0, 0];[0, 0, 0]
19;LV;Puigdemont está seguro de que el 21-D ganarán los contrarios al artículo 155;http://www.lavanguardia.com/politica/20171108/432725534562/puigdemont-elecciones-cataluna-21d-articulo-155.html;;Puigdemont is confident that 21-D will win the opponents of article 155;0.65;0.6167;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 64, 0]
20;LV;La Audiencia Nacional dice que ‘los Jordis’ persistieron “en rebeldía no tolerable”;http://www.lavanguardia.com/politica/20171108/432718837298/audiencia-nacional-prision-jordi-sanchez-jordi-cuixart-rebeldia.html;;"The National Court says that 'the Jordis' persisted ""in rebelliousness not tolerable""";0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
21;LV;Naomi Klein acusa al Gobierno de efectuar “un ataque flagrante a la democracia” en Catalunya;http://www.lavanguardia.com/politica/20171108/432721150006/naomi-klein-gobierno-espanol-ataque-democracia-catalunya.html;;"Naomi Klein accuses the Government of carrying out ""a flagrant attack on democracy"" in Catalonia";0.0;0.0;[0, 0, 0];[1, 67, 67];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 63, 0];[2, 126, 0]
22;LV;‘The Times’ le reprocha a Rajoy abordar el 21-D con “prisioneros”;http://www.lavanguardia.com/politica/20171108/432723059904/the-times-reprocha-rajoy-aborde-crisis-catalana-prisioneros.html;;"'The Times' reproaches Rajoy on 21-D with ""prisoners""";0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[2, 145, 72];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
23;LV;El tirador de Texas pudo comprar armas porque el Pentágono no informó al FBI;http://www.lavanguardia.com/internacional/20171108/432721604993/tiroteo-texas-devin-kelley-pentagono.html;;The Texas shooter was able to buy weapons because the Pentagon did not inform the FBI;0.5;0.625;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
24;LV;La UE acuerda sancionar a Venezuela por la represión en el país;http://www.lavanguardia.com/internacional/20171108/432725265871/ue-sancionar-venezuela.html;;The EU agrees to sanction Venezuela for repression in the country;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 61, 61];[0, 0, 0];[0, 0, 0]
25;LV;Los escollos de Trump en 14 tuits;http://www.lavanguardia.com/internacional/20171108/432708066193/donald-trump-twitter.html;;The pitfalls of Trump in 14 tweets;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 61, 61];[0, 0, 0];[1, 61, 0];[0, 0, 0]
26;LV;La verdad de Juan Pablo I;http://www.lavanguardia.com/internacional/20171108/432707567973/muerte-papa-juan-pablo-i-libro-stefania-falasca.html;;The truth of John Paul I;0.0;0.0;[0, 0, 0];[0, 0, 0];[1, 67, 67];[0, 0, 0];[1, 63, 63];[0, 0, 0];[0, 0, 0];[0, 0, 0];[2, 133, 0]
27;LV;El enfado de fans de Nutella por el cambio secreto de su receta;http://www.lavanguardia.com/comer/materia-prima/20171108/432717421871/secreta-nutella-receta-azucar-europa.html;;The anger of Nutella fans for the secret change of their recipe;-0.55;0.45;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
28;LV;El mapamundi más antiguo de América sale a subasta;http://www.lavanguardia.com/cultura/20171108/432720787815/mapamundi-america-subasta.html;;The oldest world map of America goes to auction;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
29;LV;Archivada la demanda contra Wyoming y Dani Mateo por su ‘gag’ político;http://www.lavanguardia.com/television/20171108/432716884073/wyoming-dani-mateo-demanda-archivada-valle-de-los-caidos-chiste.html;;Archived the lawsuit against Wyoming and Dani Mateo for his political 'gag';0.0;0.1;[0, 0, 0];[0, 0, 0];[1, 78, 78];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
30;LV;Analizamos el Xiaomi Mi Mix 2, teléfono del futuro;http://www.lavanguardia.com/tecnologia/20171107/432693410013/xiaomi-mi-mix-2.html;;We analyze the Xiaomi Mi Mix 2, phone of the future;0.0;0.125;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
31;LV;¿Apartamento Penthouse?;https://www.yaencontre.com/noticias/casas/que-es-un-apartamento-penthouse/;;Penthouse apartment?;0.0;0.0;[0, 0, 0];[0, 0, 0];[1, 64, 64];[0, 0, 0];[0, 0, 0];[1, 64, 64];[0, 0, 0];[0, 0, 0];[0, 0, 0]
32;LV;¿Qué ver hoy miércoles noche en la televisión?;http://www.lavanguardia.com/television/20171108/432724106407/programacion-television-miercoles-8.html;;What to see today Wednesday night on television?;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
33;LV;Ocho cosas que nunca deberías meter en el... lavavajillas;http://www.lavanguardia.com/comer/tendencias/20171108/432692990211/ocho-cosas-que-nunca-deberias-meter-en-el-lavavajillas.html;;Eight things you should never put in the ... dishwasher;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
34;LV;“Discriminamos a los viejos, lo que seremos: una locura”;http://www.lavanguardia.com/lacontra/20171108/432707919361/discriminamos-a-los-viejos-lo-que-seremos-es-una-locura.html;;"""We discriminate against the old, what we will be: a madness""";0.1;0.2;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 69, 69];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
35;LV;“En cinco años, todo el contenido de Facebook será vídeo”;https://www.observatorio-empresas.vodafone.es/articulos/videos-publicidad-facebook-inigo-vega-the-motion/;;"""In five years, all Facebook content will be video""";0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
36;LV;El ‘efecto dominó’, la clave en el destape de abusos sexuales en Hollywood;http://www.lavanguardia.com/vida/20171108/432703967879/efecto-domino-clave-abusos-hollywood.html;;The 'domino effect', the key to uncovering sexual abuse in Hollywood;0.25;0.9167;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
37;LV;La razón por las que la vida del ejecutivo de ventas va a ser más difícil;http://www.lavanguardia.com/economia/20171108/432697271875/razones-explican-vida-ejecutivos-b2b-pablo-foncillas.html;;The reason why the life of the sales executive is going to be more difficult;0.0;0.75;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 64, 0]
38;LV;La justicia alemana exige legalizar el “tercer género”;http://www.lavanguardia.com/internacional/20171108/432715866333/tercer-genero-intersexual-alemania.html;;"German justice demands legalizing the ""third gender""";0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
39;LV;Detenido por matar a un cachorro tras arrastrarlo atado a un vehículo en Cádiz;http://www.lavanguardia.com/natural/20171108/432715504303/detenido-matar-cachorro-arrastrarlo-vehiculo.html;;Arrested for killing a puppy after dragging him tied to a vehicle in Cádiz;0.0;0.0;[0, 0, 0];[0, 0, 0];[1, 73, 73];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
40;LV;Cárcel para 10 miembros de grupos musicales neonazis;http://www.lavanguardia.com/sucesos/20171108/432718593950/carcel-grupos-musicales-neonazis.html;;Jail for 10 members of neo-Nazi musical groups;-0.05;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
41;LV;La independencia como preocupación;http://www.lavanguardia.com/opinion/20171107/432707592940/la-independencia-como-preocupacion.html;;Independence as a concern;0.0;0.0;[0, 0, 0];[1, 72, 72];[1, 65, 65];[1, 65, 65];[2, 130, 65];[1, 65, 65];[0, 0, 0];[4, 260, 0];[1, 65, 0]
42;LV;Bronco inicio de campaña;http://www.lavanguardia.com/opinion/20171107/432707677128/bronco-inicio-de-campana.html;;Bronco campaign start;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
43;LV;El PSOE y la arqueología;http://www.lavanguardia.com/opinion/20171107/432707589356/el-psoe-y-la-arqueologia.html;;The PSOE and archeology;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
44;LV;Virgencita de la Gentrificación;http://www.lavanguardia.com/opinion/20171107/432707677908/virgencita-de-la-gentrificacion.html;;Little Virgin of Gentrification;-0.1875;0.5;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
45;LV;El silencio;http://www.lavanguardia.com/opinion/20171107/432707683615/el-silencio.html;;The silence;0.0;0.0;[0, 0, 0];[1, 78, 78];[0, 0, 0];[0, 0, 0];[1, 74, 74];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
46;LV;Emociones y racionalidad;http://www.lavanguardia.com/opinion/20171107/432707689642/emociones-y-racionalidad.html;;Emotions and rationality;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
47;LV;El taconeo de las guaraches;http://www.lavanguardia.com/opinion/20171107/432707698343/el-taconeo-de-las-guaraches.html;;The tap of the guaraches;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
48;LV;No dudarás de ‘la escuela catalana’;http://www.lavanguardia.com/opinion/20171107/432707699066/no-dudaras-de-la-escuela-catalana.html;;You will not doubt 'the Catalan school';0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 68, 68];[0, 0, 0];[1, 70, 70];[1, 70, 0];[0, 0, 0]
49;LV;Divididos y divisores;http://www.lavanguardia.com/opinion/20171107/432707703459/divididos-y-divisores.html;;Divided and divisors;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
50;LV;No es una moda;http://www.lavanguardia.com/opinion/20171107/432707704401/no-es-una-moda.html;;It is not a fashion;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 72, 72];[0, 0, 0];[0, 0, 0];[1, 81, 0];[0, 0, 0]
51;LV;Pere Gómez;http://www.lavanguardia.com/deportes/20171107/432707821873/pere-gomez.html;;Pere Gómez;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
52;LV;Homenaje incontrovertible;http://www.lavanguardia.com/deportes/20171107/432707837914/homenaje-incontrovertible.html;;Incontrovertible tribute;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
53;LV;El salario medio ya cae a 1.878 euros brutos al mes tras años de subidas;http://www.lavanguardia.com/economia/20171108/432717131839/salario-medio-sueldo-espana-2016-epa.html;;The average salary already falls to 1,878 gross euros per month after years of increases;-0.075;0.2;[0, 0, 0];[1, 67, 67];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 81, 0];[0, 0, 0]
54;LV;Las mujeres trabajan desde hoy ‘gratis’ en España por la desigualdad salarial;http://www.lavanguardia.com/economia/20171108/432716603168/mujeres-hombres-sueldo-brecha-gratis.html;;Women work today 'free' in Spain because of wage inequality;0.4;0.8;[0, 0, 0];[0, 0, 0];[1, 64, 64];[0, 0, 0];[0, 0, 0];[1, 64, 64];[0, 0, 0];[0, 0, 0];[0, 0, 0]
55;LV;Banco Santander plantea recortar 1.500 empleos en sus servicios centrales;http://www.lavanguardia.com/economia/20171108/432721453752/santander-popular-despidos-trabajadores.html;;Banco Santander proposes cutting 1,500 jobs in its central services;-0.3;0.575;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
56;LV;El 23% de los consumidores de fuera de Catalunya deja de comprar productos catalanes;http://www.lavanguardia.com/economia/20171108/432720328313/productos-catalanes-boicot.html;;23% of consumers outside Catalonia stop buying Catalan products;0.0;0.05;[0, 0, 0];[1, 91, 91];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 83, 83];[1, 80, 80];[1, 65, 0];[1, 67, 0]
57;LV;Las bolsas europeas cierran planas en una jornada de transición;http://www.lavanguardia.com/economia/20171108/432714780094/ibex-35-bolsa-record-espana.html;;European exchanges close flat in a day of transition;-0.0125;0.0625;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
58;LV;La relación entre Neymar y Emery, cada vez más a peor;http://www.lavanguardia.com/deportes/futbol/20171108/432717357862/neymar-tension-unai-emery-psg.html;;The relationship between Neymar and Emery, getting worse and worse;-0.4;0.6;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 85, 85];[0, 0, 0];[0, 0, 0]
59;LV;Pau Gasol brilla en el tercer triunfo seguido de los Spurs;http://www.lavanguardia.com/deportes/baloncesto/20171108/432715482352/resumen-nba-pau-gasol-spurs-grizzlies.html;;Pau Gasol shines in the third triumph followed by the Spurs;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
60;LV;"Sergi Bruguera: “No iría a dormir; quiero enterarme cuando me vaya”";http://www.magazinedigital.com/personajes/el-personaje/sergi-bruguera-no-iria-dormir-quiero-enterarme-cuando-me-vaya;;"Sergi Bruguera: ""I would not go to sleep; I want to know when I leave """;0.0;0.0;[0, 0, 0];[1, 83, 83];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
61;LV;El ocaso de los cerebros;http://www.lavanguardia.com/deportes/20171107/432707813460/retirada-pirlo-xavi-hernandez-jugadores-cerebro.html;;The decline of the brains;0.0;0.0;[0, 0, 0];[1, 62, 62];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[2, 130, 0];[0, 0, 0]
62;LV;El Girona, otro Compostela;http://www.lavanguardia.com/deportes/futbol/20171108/432701804939/girona-compostela-laliga.html;;The Girona, another Compostela;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
63;LV;Zonas francas de 36 países crean el nuevo corredor del Atlántico;http://www.lavanguardia.com/economia/20171108/432725476021/zonas-francas-crean-corredor-atlantico-fomentar-intercambios-comerciales.html;;Free zones of 36 countries create the new Atlantic corridor;0.2682;0.6273;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
64;LV;Los GEO intervienen en Madrid para detener a un asesino experto en artes marciales;http://www.lavanguardia.com/sucesos/20171108/432722086806/geo-madrid-asesino-experto-artes-marciales.html;;The GEO intervene in Madrid to arrest a murderer expert in martial arts;-0.025;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 62, 62];[0, 0, 0];[0, 0, 0];[0, 0, 0]
65;LV;BComú tiene calendario de consulta sobre el pacto con el PSC;http://www.lavanguardia.com/local/barcelona/20171108/432717284289/bcomu-consultara-a-sus-bases-el-pacto-con-el-psc-desde-este-jueves-hasta-el-sabado.html;;BComú has calendar of consultation on the pact with the PSC;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 67, 67];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
66;LV;Sant Cugat rinde homenaje a Àngel Casas, primer alcalde de la democracia;http://www.lavanguardia.com/local/terrassa/20171108/432721940180/sant-cugat-rinde-homenaje-angel-casas-primer-alcalde-democracia.html;;Sant Cugat pays tribute to Àngel Casas, first mayor of democracy;0.25;0.3333;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
67;LV;Entrega de una vivienda protegida en Cádiz lleva la polémica al Ayuntamiento;http://www.lavanguardia.com/local/sevilla/20171108/432718159469/vivienda-cadiz-limpieza-ayuntamiento-polemica.html;;Delivery of a protected housing in Cádiz takes the controversy to the City Council;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 61, 61];[0, 0, 0];[0, 0, 0];[0, 0, 0]
68;LV;María Zurita de Borbón, embarazada con 42 años;http://www.lavanguardia.com/gente/20171108/432717917103/maria-zurita-embarazada.html;;María Zurita de Borbón, 42 years old;0.1;0.2;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
69;LV;Las fotos icónicas Pirelli;http://www.lavanguardia.com/de-moda/moda/20171108/432695458678/calendario-pirelli-modelos-fotografias-iconicas.html;;The iconic Pirelli photos;0.5;0.5;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
70;LV;La vida de película del actor Bryan Cranston;http://www.lavanguardia.com/cultura/20171108/432677617442/bryan-cranston-vida-pelicula-autobiografia-hijo-abandonado-actor-exito.html;;The movie life of actor Bryan Cranston;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
